"Time (CET)","Day-ahead Total Load Forecast [MW] - United Kingdom (UK)","Actual Total Load [MW] - United Kingdom (UK)"
"29.07.2017 06:00 - 29.07.2017 06:30","19976","N/A"
"29.07.2017 06:30 - 29.07.2017 07:00","20541","N/A"
"29.07.2017 07:00 - 29.07.2017 07:30","21715","N/A"
"29.07.2017 07:30 - 29.07.2017 08:00","23015","N/A"
"29.07.2017 08:00 - 29.07.2017 08:30","24703","N/A"
"29.07.2017 08:30 - 29.07.2017 09:00","26493","N/A"
"29.07.2017 09:00 - 29.07.2017 09:30","28201","N/A"
"29.07.2017 09:30 - 29.07.2017 10:00","29574","N/A"
"29.07.2017 10:00 - 29.07.2017 10:30","30535","N/A"
"29.07.2017 10:30 - 29.07.2017 11:00","30901","N/A"
"29.07.2017 11:00 - 29.07.2017 11:30","30647","N/A"
"29.07.2017 11:30 - 29.07.2017 12:00","30528","N/A"
"29.07.2017 12:00 - 29.07.2017 12:30","30395","N/A"
"29.07.2017 12:30 - 29.07.2017 13:00","30301","N/A"
"29.07.2017 13:00 - 29.07.2017 13:30","30093","33994"
"29.07.2017 13:30 - 29.07.2017 14:00","29873","33724"
"29.07.2017 14:00 - 29.07.2017 14:30","29553","N/A"
"29.07.2017 14:30 - 29.07.2017 15:00","29180","N/A"
"29.07.2017 15:00 - 29.07.2017 15:30","28684","N/A"
"29.07.2017 15:30 - 29.07.2017 16:00","28206","N/A"
"29.07.2017 16:00 - 29.07.2017 16:30","27910","N/A"
"29.07.2017 16:30 - 29.07.2017 17:00","27932","N/A"
"29.07.2017 17:00 - 29.07.2017 17:30","28292","N/A"
"29.07.2017 17:30 - 29.07.2017 18:00","28898","N/A"
"29.07.2017 18:00 - 29.07.2017 18:30","29456","N/A"
"29.07.2017 18:30 - 29.07.2017 19:00","29731","N/A"
"29.07.2017 19:00 - 29.07.2017 19:30","29908","N/A"
"29.07.2017 19:30 - 29.07.2017 20:00","30009","N/A"
"29.07.2017 20:00 - 29.07.2017 20:30","29886","N/A"
"29.07.2017 20:30 - 29.07.2017 21:00","29537","N/A"
"29.07.2017 21:00 - 29.07.2017 21:30","29262","N/A"
"29.07.2017 21:30 - 29.07.2017 22:00","28890","N/A"
"29.07.2017 22:00 - 29.07.2017 22:30","28619","N/A"
"29.07.2017 22:30 - 29.07.2017 23:00","28164","N/A"
"29.07.2017 23:00 - 29.07.2017 23:30","27260","N/A"
"29.07.2017 23:30 - 30.07.2017 00:00","25965","N/A"
"30.07.2017 00:00 - 30.07.2017 00:30","24695","N/A"
"30.07.2017 00:30 - 30.07.2017 01:00","23375","N/A"
"30.07.2017 01:00 - 30.07.2017 01:30","22227","N/A"
"30.07.2017 01:30 - 30.07.2017 02:00","21535","N/A"
"30.07.2017 02:00 - 30.07.2017 02:30","21004","N/A"
"30.07.2017 02:30 - 30.07.2017 03:00","20530","N/A"
"30.07.2017 03:00 - 30.07.2017 03:30","20059","N/A"
"30.07.2017 03:30 - 30.07.2017 04:00","19709","N/A"
"30.07.2017 04:00 - 30.07.2017 04:30","19538","N/A"
"30.07.2017 04:30 - 30.07.2017 05:00","19442","N/A"
"30.07.2017 05:00 - 30.07.2017 05:30","19283","N/A"
"30.07.2017 05:30 - 30.07.2017 06:00","19036","N/A"
"30.07.2017 06:00 - 30.07.2017 06:30","18751","N/A"
"30.07.2017 06:30 - 30.07.2017 07:00","18832","N/A"
"30.07.2017 07:00 - 30.07.2017 07:30","19426","N/A"
"30.07.2017 07:30 - 30.07.2017 08:00","20169","N/A"
"30.07.2017 08:00 - 30.07.2017 08:30","21268","N/A"
"30.07.2017 08:30 - 30.07.2017 09:00","22412","N/A"
"30.07.2017 09:00 - 30.07.2017 09:30","23636","N/A"
"30.07.2017 09:30 - 30.07.2017 10:00","25100","N/A"
"30.07.2017 10:00 - 30.07.2017 10:30","26640","N/A"
"30.07.2017 10:30 - 30.07.2017 11:00","28004","N/A"
"30.07.2017 11:00 - 30.07.2017 11:30","28967","N/A"
"30.07.2017 11:30 - 30.07.2017 12:00","29512","N/A"
"30.07.2017 12:00 - 30.07.2017 12:30","29848","N/A"
"30.07.2017 12:30 - 30.07.2017 13:00","30285","N/A"
"30.07.2017 13:00 - 30.07.2017 13:30","30509","N/A"
"30.07.2017 13:30 - 30.07.2017 14:00","30447","N/A"
"30.07.2017 14:00 - 30.07.2017 14:30","30205","N/A"
"30.07.2017 14:30 - 30.07.2017 15:00","29900","N/A"
"30.07.2017 15:00 - 30.07.2017 15:30","29552","31704"
"30.07.2017 15:30 - 30.07.2017 16:00","29450","31288"
"30.07.2017 16:00 - 30.07.2017 16:30","29186","30778"
"30.07.2017 16:30 - 30.07.2017 17:00","29055","30555"
"30.07.2017 17:00 - 30.07.2017 17:30","29296","N/A"
"30.07.2017 17:30 - 30.07.2017 18:00","29840","N/A"
"30.07.2017 18:00 - 30.07.2017 18:30","30254","N/A"
"30.07.2017 18:30 - 30.07.2017 19:00","30422","N/A"
"30.07.2017 19:00 - 30.07.2017 19:30","30258","N/A"
"30.07.2017 19:30 - 30.07.2017 20:00","30053","N/A"
"30.07.2017 20:00 - 30.07.2017 20:30","29739","N/A"
"30.07.2017 20:30 - 30.07.2017 21:00","29749","N/A"
"30.07.2017 21:00 - 30.07.2017 21:30","29936","N/A"
"30.07.2017 21:30 - 30.07.2017 22:00","29466","N/A"
"30.07.2017 22:00 - 30.07.2017 22:30","29163","N/A"
"30.07.2017 22:30 - 30.07.2017 23:00","28520","N/A"
"30.07.2017 23:00 - 30.07.2017 23:30","27277","N/A"
"30.07.2017 23:30 - 31.07.2017 00:00","25722","N/A"
"31.07.2017 00:00 - 31.07.2017 00:30","24159","N/A"
"31.07.2017 00:30 - 31.07.2017 01:00","22607","N/A"
"31.07.2017 01:00 - 31.07.2017 01:30","21549","N/A"
"31.07.2017 01:30 - 31.07.2017 02:00","21001","N/A"
"31.07.2017 02:00 - 31.07.2017 02:30","20901","N/A"
"31.07.2017 02:30 - 31.07.2017 03:00","20651","N/A"
"31.07.2017 03:00 - 31.07.2017 03:30","20259","N/A"
"31.07.2017 03:30 - 31.07.2017 04:00","19943","N/A"
"31.07.2017 04:00 - 31.07.2017 04:30","19864","N/A"
"31.07.2017 04:30 - 31.07.2017 05:00","19864","N/A"
"31.07.2017 05:00 - 31.07.2017 05:30","19912","N/A"
"31.07.2017 05:30 - 31.07.2017 06:00","20027","N/A"
"31.07.2017 06:00 - 31.07.2017 06:30","20404","N/A"
"31.07.2017 06:30 - 31.07.2017 07:00","21888","N/A"
"31.07.2017 07:00 - 31.07.2017 07:30","24336","N/A"
"31.07.2017 07:30 - 31.07.2017 08:00","26692","N/A"
"31.07.2017 08:00 - 31.07.2017 08:30","29052","N/A"
"31.07.2017 08:30 - 31.07.2017 09:00","31140","N/A"
"31.07.2017 09:00 - 31.07.2017 09:30","32975","N/A"
"31.07.2017 09:30 - 31.07.2017 10:00","34307","N/A"
"31.07.2017 10:00 - 31.07.2017 10:30","34996","N/A"
"31.07.2017 10:30 - 31.07.2017 11:00","35199","N/A"
"31.07.2017 11:00 - 31.07.2017 11:30","35377","N/A"
"31.07.2017 11:30 - 31.07.2017 12:00","35723","N/A"
"31.07.2017 12:00 - 31.07.2017 12:30","35959","N/A"
"31.07.2017 12:30 - 31.07.2017 13:00","36202","N/A"
"31.07.2017 13:00 - 31.07.2017 13:30","36437","N/A"
"31.07.2017 13:30 - 31.07.2017 14:00","36428","N/A"
"31.07.2017 14:00 - 31.07.2017 14:30","36156","N/A"
"31.07.2017 14:30 - 31.07.2017 15:00","36017","N/A"
"31.07.2017 15:00 - 31.07.2017 15:30","35630","N/A"
"31.07.2017 15:30 - 31.07.2017 16:00","35446","N/A"
"31.07.2017 16:00 - 31.07.2017 16:30","35378","N/A"
"31.07.2017 16:30 - 31.07.2017 17:00","35487","N/A"
"31.07.2017 17:00 - 31.07.2017 17:30","35752","N/A"
"31.07.2017 17:30 - 31.07.2017 18:00","36091","N/A"
"31.07.2017 18:00 - 31.07.2017 18:30","36106","N/A"
"31.07.2017 18:30 - 31.07.2017 19:00","35851","N/A"
"31.07.2017 19:00 - 31.07.2017 19:30","35451","N/A"
"31.07.2017 19:30 - 31.07.2017 20:00","34893","N/A"
"31.07.2017 20:00 - 31.07.2017 20:30","34329","N/A"
"31.07.2017 20:30 - 31.07.2017 21:00","33729","N/A"
"31.07.2017 21:00 - 31.07.2017 21:30","33100","N/A"
"31.07.2017 21:30 - 31.07.2017 22:00","32763","N/A"
"31.07.2017 22:00 - 31.07.2017 22:30","32696","N/A"
"31.07.2017 22:30 - 31.07.2017 23:00","31797","N/A"
"31.07.2017 23:00 - 31.07.2017 23:30","30316","N/A"
"31.07.2017 23:30 - 01.08.2017 00:00","28387","N/A"
"01.08.2017 00:00 - 01.08.2017 00:30","26419","N/A"
"01.08.2017 00:30 - 01.08.2017 01:00","24653","N/A"
"01.08.2017 01:00 - 01.08.2017 01:30","23460","N/A"
"01.08.2017 01:30 - 01.08.2017 02:00","22819","N/A"
"01.08.2017 02:00 - 01.08.2017 02:30","22484","N/A"
"01.08.2017 02:30 - 01.08.2017 03:00","22104","N/A"
"01.08.2017 03:00 - 01.08.2017 03:30","21675","23400"
"01.08.2017 03:30 - 01.08.2017 04:00","21352","22944"
"01.08.2017 04:00 - 01.08.2017 04:30","21149","N/A"
"01.08.2017 04:30 - 01.08.2017 05:00","21064","N/A"
"01.08.2017 05:00 - 01.08.2017 05:30","21031","N/A"
"01.08.2017 05:30 - 01.08.2017 06:00","21100","N/A"
"01.08.2017 06:00 - 01.08.2017 06:30","21455","N/A"
"01.08.2017 06:30 - 01.08.2017 07:00","22817","N/A"
"01.08.2017 07:00 - 01.08.2017 07:30","25140","N/A"
"01.08.2017 07:30 - 01.08.2017 08:00","27585","N/A"
"01.08.2017 08:00 - 01.08.2017 08:30","29989","N/A"
"01.08.2017 08:30 - 01.08.2017 09:00","31886","N/A"
"01.08.2017 09:00 - 01.08.2017 09:30","33338","N/A"
"01.08.2017 09:30 - 01.08.2017 10:00","34015","N/A"
"01.08.2017 10:00 - 01.08.2017 10:30","34505","N/A"
"01.08.2017 10:30 - 01.08.2017 11:00","34917","N/A"
"01.08.2017 11:00 - 01.08.2017 11:30","35140","N/A"
"01.08.2017 11:30 - 01.08.2017 12:00","35450","N/A"
"01.08.2017 12:00 - 01.08.2017 12:30","35747","N/A"
"01.08.2017 12:30 - 01.08.2017 13:00","36113","N/A"
"01.08.2017 13:00 - 01.08.2017 13:30","36182","N/A"
"01.08.2017 13:30 - 01.08.2017 14:00","36066","N/A"
"01.08.2017 14:00 - 01.08.2017 14:30","35883","N/A"
"01.08.2017 14:30 - 01.08.2017 15:00","35713","N/A"
"01.08.2017 15:00 - 01.08.2017 15:30","35342","N/A"
"01.08.2017 15:30 - 01.08.2017 16:00","35051","N/A"
"01.08.2017 16:00 - 01.08.2017 16:30","34892","N/A"
"01.08.2017 16:30 - 01.08.2017 17:00","35166","N/A"
"01.08.2017 17:00 - 01.08.2017 17:30","35744","N/A"
"01.08.2017 17:30 - 01.08.2017 18:00","36302","N/A"
"01.08.2017 18:00 - 01.08.2017 18:30","36555","N/A"
"01.08.2017 18:30 - 01.08.2017 19:00","36534","N/A"
"01.08.2017 19:00 - 01.08.2017 19:30","36339","N/A"
"01.08.2017 19:30 - 01.08.2017 20:00","36011","N/A"
"01.08.2017 20:00 - 01.08.2017 20:30","35364","N/A"
"01.08.2017 20:30 - 01.08.2017 21:00","34558","N/A"
"01.08.2017 21:00 - 01.08.2017 21:30","33771","N/A"
"01.08.2017 21:30 - 01.08.2017 22:00","33144","N/A"
"01.08.2017 22:00 - 01.08.2017 22:30","32825","N/A"
"01.08.2017 22:30 - 01.08.2017 23:00","31856","N/A"
"01.08.2017 23:00 - 01.08.2017 23:30","30228","N/A"
"01.08.2017 23:30 - 02.08.2017 00:00","28108","N/A"
"02.08.2017 00:00 - 02.08.2017 00:30","26027","N/A"
"02.08.2017 00:30 - 02.08.2017 01:00","24682","N/A"
"02.08.2017 01:00 - 02.08.2017 01:30","23835","N/A"
"02.08.2017 01:30 - 02.08.2017 02:00","23007","N/A"
"02.08.2017 02:00 - 02.08.2017 02:30","22387","N/A"
"02.08.2017 02:30 - 02.08.2017 03:00","22005","N/A"
"02.08.2017 03:00 - 02.08.2017 03:30","21579","N/A"
"02.08.2017 03:30 - 02.08.2017 04:00","21327","N/A"
"02.08.2017 04:00 - 02.08.2017 04:30","21258","N/A"
"02.08.2017 04:30 - 02.08.2017 05:00","21292","N/A"
"02.08.2017 05:00 - 02.08.2017 05:30","21328","N/A"
"02.08.2017 05:30 - 02.08.2017 06:00","21448","N/A"
"02.08.2017 06:00 - 02.08.2017 06:30","21735","N/A"
"02.08.2017 06:30 - 02.08.2017 07:00","23064","N/A"
"02.08.2017 07:00 - 02.08.2017 07:30","25306","N/A"
"02.08.2017 07:30 - 02.08.2017 08:00","27620","N/A"
"02.08.2017 08:00 - 02.08.2017 08:30","29927","N/A"
"02.08.2017 08:30 - 02.08.2017 09:00","31855","N/A"
"02.08.2017 09:00 - 02.08.2017 09:30","33477","N/A"
"02.08.2017 09:30 - 02.08.2017 10:00","34636","N/A"
"02.08.2017 10:00 - 02.08.2017 10:30","35382","N/A"
"02.08.2017 10:30 - 02.08.2017 11:00","35710","N/A"
"02.08.2017 11:00 - 02.08.2017 11:30","36022","N/A"
"02.08.2017 11:30 - 02.08.2017 12:00","36304","N/A"
"02.08.2017 12:00 - 02.08.2017 12:30","36493","N/A"
"02.08.2017 12:30 - 02.08.2017 13:00","36705","N/A"
"02.08.2017 13:00 - 02.08.2017 13:30","36650","N/A"
"02.08.2017 13:30 - 02.08.2017 14:00","36428","N/A"
"02.08.2017 14:00 - 02.08.2017 14:30","36194","N/A"
"02.08.2017 14:30 - 02.08.2017 15:00","36087","N/A"
"02.08.2017 15:00 - 02.08.2017 15:30","35980","N/A"
"02.08.2017 15:30 - 02.08.2017 16:00","35942","N/A"
"02.08.2017 16:00 - 02.08.2017 16:30","36181","N/A"
"02.08.2017 16:30 - 02.08.2017 17:00","36571","N/A"
"02.08.2017 17:00 - 02.08.2017 17:30","37081","N/A"
"02.08.2017 17:30 - 02.08.2017 18:00","37709","N/A"
"02.08.2017 18:00 - 02.08.2017 18:30","37831","N/A"
"02.08.2017 18:30 - 02.08.2017 19:00","37501","N/A"
"02.08.2017 19:00 - 02.08.2017 19:30","37081","N/A"
"02.08.2017 19:30 - 02.08.2017 20:00","36539","N/A"
"02.08.2017 20:00 - 02.08.2017 20:30","35760","N/A"
"02.08.2017 20:30 - 02.08.2017 21:00","34984","N/A"
"02.08.2017 21:00 - 02.08.2017 21:30","34311","N/A"
"02.08.2017 21:30 - 02.08.2017 22:00","33953","N/A"
"02.08.2017 22:00 - 02.08.2017 22:30","33364","N/A"
"02.08.2017 22:30 - 02.08.2017 23:00","31828","N/A"
"02.08.2017 23:00 - 02.08.2017 23:30","29874","N/A"
"02.08.2017 23:30 - 03.08.2017 00:00","27811","N/A"
"03.08.2017 00:00 - 03.08.2017 00:30","25943","N/A"
"03.08.2017 00:30 - 03.08.2017 01:00","24488","N/A"
"03.08.2017 01:00 - 03.08.2017 01:30","23529","N/A"
"03.08.2017 01:30 - 03.08.2017 02:00","22847","N/A"
"03.08.2017 02:00 - 03.08.2017 02:30","22301","N/A"
"03.08.2017 02:30 - 03.08.2017 03:00","21847","N/A"
"03.08.2017 03:00 - 03.08.2017 03:30","21434","N/A"
"03.08.2017 03:30 - 03.08.2017 04:00","21118","N/A"
"03.08.2017 04:00 - 03.08.2017 04:30","20887","N/A"
"03.08.2017 04:30 - 03.08.2017 05:00","20708","N/A"
"03.08.2017 05:00 - 03.08.2017 05:30","20647","N/A"
"03.08.2017 05:30 - 03.08.2017 06:00","20930","N/A"
"03.08.2017 06:00 - 03.08.2017 06:30","21385","N/A"
"03.08.2017 06:30 - 03.08.2017 07:00","22647","N/A"
"03.08.2017 07:00 - 03.08.2017 07:30","24858","N/A"
"03.08.2017 07:30 - 03.08.2017 08:00","27245","N/A"
"03.08.2017 08:00 - 03.08.2017 08:30","29669","N/A"
"03.08.2017 08:30 - 03.08.2017 09:00","31604","N/A"
"03.08.2017 09:00 - 03.08.2017 09:30","33016","N/A"
"03.08.2017 09:30 - 03.08.2017 10:00","34169","N/A"
"03.08.2017 10:00 - 03.08.2017 10:30","34892","N/A"
"03.08.2017 10:30 - 03.08.2017 11:00","34902","N/A"
"03.08.2017 11:00 - 03.08.2017 11:30","35060","N/A"
"03.08.2017 11:30 - 03.08.2017 12:00","35350","N/A"
"03.08.2017 12:00 - 03.08.2017 12:30","35683","N/A"
"03.08.2017 12:30 - 03.08.2017 13:00","36043","N/A"
"03.08.2017 13:00 - 03.08.2017 13:30","36056","N/A"
"03.08.2017 13:30 - 03.08.2017 14:00","36004","N/A"
"03.08.2017 14:00 - 03.08.2017 14:30","35700","N/A"
"03.08.2017 14:30 - 03.08.2017 15:00","35478","N/A"
"03.08.2017 15:00 - 03.08.2017 15:30","35202","N/A"
"03.08.2017 15:30 - 03.08.2017 16:00","35000","N/A"
"03.08.2017 16:00 - 03.08.2017 16:30","35136","N/A"
"03.08.2017 16:30 - 03.08.2017 17:00","35526","N/A"
"03.08.2017 17:00 - 03.08.2017 17:30","35876","N/A"
"03.08.2017 17:30 - 03.08.2017 18:00","36288","N/A"
"03.08.2017 18:00 - 03.08.2017 18:30","36353","N/A"
"03.08.2017 18:30 - 03.08.2017 19:00","36082","N/A"
"03.08.2017 19:00 - 03.08.2017 19:30","35595","N/A"
"03.08.2017 19:30 - 03.08.2017 20:00","34966","N/A"
"03.08.2017 20:00 - 03.08.2017 20:30","34302","N/A"
"03.08.2017 20:30 - 03.08.2017 21:00","33513","N/A"
"03.08.2017 21:00 - 03.08.2017 21:30","32699","N/A"
"03.08.2017 21:30 - 03.08.2017 22:00","32548","N/A"
"03.08.2017 22:00 - 03.08.2017 22:30","32504","N/A"
"03.08.2017 22:30 - 03.08.2017 23:00","31357","N/A"
"03.08.2017 23:00 - 03.08.2017 23:30","29778","N/A"
"03.08.2017 23:30 - 04.08.2017 00:00","27925","N/A"
"04.08.2017 00:00 - 04.08.2017 00:30","26102","N/A"
"04.08.2017 00:30 - 04.08.2017 01:00","24507","N/A"
"04.08.2017 01:00 - 04.08.2017 01:30","23358","N/A"
"04.08.2017 01:30 - 04.08.2017 02:00","22613","N/A"
"04.08.2017 02:00 - 04.08.2017 02:30","21745","N/A"
"04.08.2017 02:30 - 04.08.2017 03:00","21256","N/A"
"04.08.2017 03:00 - 04.08.2017 03:30","20831","N/A"
"04.08.2017 03:30 - 04.08.2017 04:00","20545","N/A"
"04.08.2017 04:00 - 04.08.2017 04:30","20449","N/A"
"04.08.2017 04:30 - 04.08.2017 05:00","20411","N/A"
"04.08.2017 05:00 - 04.08.2017 05:30","20480","N/A"
"04.08.2017 05:30 - 04.08.2017 06:00","20793","N/A"
"04.08.2017 06:00 - 04.08.2017 06:30","21268","N/A"
"04.08.2017 06:30 - 04.08.2017 07:00","22572","N/A"
"04.08.2017 07:00 - 04.08.2017 07:30","24686","N/A"
"04.08.2017 07:30 - 04.08.2017 08:00","26901","N/A"
"04.08.2017 08:00 - 04.08.2017 08:30","29197","N/A"
"04.08.2017 08:30 - 04.08.2017 09:00","31173","N/A"
"04.08.2017 09:00 - 04.08.2017 09:30","32823","N/A"
"04.08.2017 09:30 - 04.08.2017 10:00","33849","N/A"
"04.08.2017 10:00 - 04.08.2017 10:30","34311","N/A"
"04.08.2017 10:30 - 04.08.2017 11:00","34495","N/A"
"04.08.2017 11:00 - 04.08.2017 11:30","34685","N/A"
"04.08.2017 11:30 - 04.08.2017 12:00","34973","N/A"
"04.08.2017 12:00 - 04.08.2017 12:30","35110","N/A"
"04.08.2017 12:30 - 04.08.2017 13:00","35246","N/A"
"04.08.2017 13:00 - 04.08.2017 13:30","35312","N/A"
"04.08.2017 13:30 - 04.08.2017 14:00","35169","N/A"
"04.08.2017 14:00 - 04.08.2017 14:30","34684","N/A"
"04.08.2017 14:30 - 04.08.2017 15:00","34338","N/A"
"04.08.2017 15:00 - 04.08.2017 15:30","33965","N/A"
"04.08.2017 15:30 - 04.08.2017 16:00","33625","N/A"
"04.08.2017 16:00 - 04.08.2017 16:30","33319","N/A"
"04.08.2017 16:30 - 04.08.2017 17:00","33391","N/A"
"04.08.2017 17:00 - 04.08.2017 17:30","33572","N/A"
"04.08.2017 17:30 - 04.08.2017 18:00","33847","N/A"
"04.08.2017 18:00 - 04.08.2017 18:30","33898","N/A"
"04.08.2017 18:30 - 04.08.2017 19:00","33784","N/A"
"04.08.2017 19:00 - 04.08.2017 19:30","33506","N/A"
"04.08.2017 19:30 - 04.08.2017 20:00","32982","N/A"
"04.08.2017 20:00 - 04.08.2017 20:30","32264","N/A"
"04.08.2017 20:30 - 04.08.2017 21:00","31395","N/A"
"04.08.2017 21:00 - 04.08.2017 21:30","30649","N/A"
"04.08.2017 21:30 - 04.08.2017 22:00","30663","N/A"
"04.08.2017 22:00 - 04.08.2017 22:30","30916","N/A"
"04.08.2017 22:30 - 04.08.2017 23:00","29993","N/A"
"04.08.2017 23:00 - 04.08.2017 23:30","28691","N/A"
"04.08.2017 23:30 - 05.08.2017 00:00","27263","N/A"
"05.08.2017 00:00 - 05.08.2017 00:30","25950","N/A"
"05.08.2017 00:30 - 05.08.2017 01:00","24461","N/A"
"05.08.2017 01:00 - 05.08.2017 01:30","23075","N/A"
"05.08.2017 01:30 - 05.08.2017 02:00","22335","N/A"
"05.08.2017 02:00 - 05.08.2017 02:30","21994","N/A"
"05.08.2017 02:30 - 05.08.2017 03:00","21512","N/A"
"05.08.2017 03:00 - 05.08.2017 03:30","20902","22629"
"05.08.2017 03:30 - 05.08.2017 04:00","20435","22143"
"05.08.2017 04:00 - 05.08.2017 04:30","20143","N/A"
"05.08.2017 04:30 - 05.08.2017 05:00","19930","N/A"
"05.08.2017 05:00 - 05.08.2017 05:30","19738","N/A"
"05.08.2017 05:30 - 05.08.2017 06:00","19610","N/A"
"05.08.2017 06:00 - 05.08.2017 06:30","19411","N/A"
"05.08.2017 06:30 - 05.08.2017 07:00","19827","N/A"
"05.08.2017 07:00 - 05.08.2017 07:30","20995","N/A"
"05.08.2017 07:30 - 05.08.2017 08:00","22334","N/A"
"05.08.2017 08:00 - 05.08.2017 08:30","24078","N/A"
"05.08.2017 08:30 - 05.08.2017 09:00","25693","N/A"
"05.08.2017 09:00 - 05.08.2017 09:30","27168","N/A"
"05.08.2017 09:30 - 05.08.2017 10:00","28243","N/A"
"05.08.2017 10:00 - 05.08.2017 10:30","28906","N/A"
"05.08.2017 10:30 - 05.08.2017 11:00","29344","N/A"
"05.08.2017 11:00 - 05.08.2017 11:30","29721","N/A"
"05.08.2017 11:30 - 05.08.2017 12:00","30023","N/A"
"05.08.2017 12:00 - 05.08.2017 12:30","30121","N/A"
"05.08.2017 12:30 - 05.08.2017 13:00","30135","N/A"
"05.08.2017 13:00 - 05.08.2017 13:30","29886","N/A"
"05.08.2017 13:30 - 05.08.2017 14:00","29483","N/A"
"05.08.2017 14:00 - 05.08.2017 14:30","29020","N/A"
"05.08.2017 14:30 - 05.08.2017 15:00","28731","N/A"
"05.08.2017 15:00 - 05.08.2017 15:30","28429","N/A"
"05.08.2017 15:30 - 05.08.2017 16:00","28250","N/A"
"05.08.2017 16:00 - 05.08.2017 16:30","28353","N/A"
"05.08.2017 16:30 - 05.08.2017 17:00","28674","N/A"
"05.08.2017 17:00 - 05.08.2017 17:30","29081","N/A"
"05.08.2017 17:30 - 05.08.2017 18:00","29788","N/A"
"05.08.2017 18:00 - 05.08.2017 18:30","30234","N/A"
"05.08.2017 18:30 - 05.08.2017 19:00","30354","N/A"
"05.08.2017 19:00 - 05.08.2017 19:30","30233","N/A"
"05.08.2017 19:30 - 05.08.2017 20:00","29868","N/A"
"05.08.2017 20:00 - 05.08.2017 20:30","29373","N/A"
"05.08.2017 20:30 - 05.08.2017 21:00","28873","N/A"
"05.08.2017 21:00 - 05.08.2017 21:30","28385","N/A"
"05.08.2017 21:30 - 05.08.2017 22:00","28248","N/A"
"05.08.2017 22:00 - 05.08.2017 22:30","28424","N/A"
"05.08.2017 22:30 - 05.08.2017 23:00","27799","N/A"
"05.08.2017 23:00 - 05.08.2017 23:30","26731","N/A"
"05.08.2017 23:30 - 06.08.2017 00:00","25580","N/A"
"06.08.2017 00:00 - 06.08.2017 00:30","24488","N/A"
"06.08.2017 00:30 - 06.08.2017 01:00","23328","N/A"
"06.08.2017 01:00 - 06.08.2017 01:30","22306","N/A"
"06.08.2017 01:30 - 06.08.2017 02:00","21587","N/A"
"06.08.2017 02:00 - 06.08.2017 02:30","21042","N/A"
"06.08.2017 02:30 - 06.08.2017 03:00","20519","N/A"
"06.08.2017 03:00 - 06.08.2017 03:30","20024","N/A"
"06.08.2017 03:30 - 06.08.2017 04:00","19644","N/A"
"06.08.2017 04:00 - 06.08.2017 04:30","19435","N/A"
"06.08.2017 04:30 - 06.08.2017 05:00","19286","N/A"
"06.08.2017 05:00 - 06.08.2017 05:30","19121","N/A"
"06.08.2017 05:30 - 06.08.2017 06:00","18868","N/A"
"06.08.2017 06:00 - 06.08.2017 06:30","18572","N/A"
"06.08.2017 06:30 - 06.08.2017 07:00","18632","N/A"
"06.08.2017 07:00 - 06.08.2017 07:30","19194","N/A"
"06.08.2017 07:30 - 06.08.2017 08:00","19910","N/A"
"06.08.2017 08:00 - 06.08.2017 08:30","20995","N/A"
"06.08.2017 08:30 - 06.08.2017 09:00","22113","N/A"
"06.08.2017 09:00 - 06.08.2017 09:30","23355","N/A"
"06.08.2017 09:30 - 06.08.2017 10:00","24657","N/A"
"06.08.2017 10:00 - 06.08.2017 10:30","25939","N/A"
"06.08.2017 10:30 - 06.08.2017 11:00","27020","N/A"
"06.08.2017 11:00 - 06.08.2017 11:30","27966","N/A"
"06.08.2017 11:30 - 06.08.2017 12:00","28711","N/A"
"06.08.2017 12:00 - 06.08.2017 12:30","29186","N/A"
"06.08.2017 12:30 - 06.08.2017 13:00","29771","N/A"
"06.08.2017 13:00 - 06.08.2017 13:30","30127","N/A"
"06.08.2017 13:30 - 06.08.2017 14:00","30169","N/A"
"06.08.2017 14:00 - 06.08.2017 14:30","29825","N/A"
"06.08.2017 14:30 - 06.08.2017 15:00","29466","N/A"
"06.08.2017 15:00 - 06.08.2017 15:30","29003","N/A"
"06.08.2017 15:30 - 06.08.2017 16:00","28783","N/A"
"06.08.2017 16:00 - 06.08.2017 16:30","28575","N/A"
"06.08.2017 16:30 - 06.08.2017 17:00","28459","N/A"
"06.08.2017 17:00 - 06.08.2017 17:30","28632","N/A"
"06.08.2017 17:30 - 06.08.2017 18:00","29082","N/A"
"06.08.2017 18:00 - 06.08.2017 18:30","29430","N/A"
"06.08.2017 18:30 - 06.08.2017 19:00","29510","N/A"
"06.08.2017 19:00 - 06.08.2017 19:30","29466","N/A"
"06.08.2017 19:30 - 06.08.2017 20:00","29313","N/A"
"06.08.2017 20:00 - 06.08.2017 20:30","29629","N/A"
"06.08.2017 20:30 - 06.08.2017 21:00","29759","N/A"
"06.08.2017 21:00 - 06.08.2017 21:30","29388","N/A"
"06.08.2017 21:30 - 06.08.2017 22:00","29337","N/A"
"06.08.2017 22:00 - 06.08.2017 22:30","29411","N/A"
"06.08.2017 22:30 - 06.08.2017 23:00","28661","N/A"
"06.08.2017 23:00 - 06.08.2017 23:30","27278","N/A"
"06.08.2017 23:30 - 07.08.2017 00:00","25627","N/A"
"07.08.2017 00:00 - 07.08.2017 00:30","23934","N/A"
"07.08.2017 00:30 - 07.08.2017 01:00","22447","N/A"
