"Time (CET)","Day-ahead Total Load Forecast [MW] - United Kingdom (UK)","Actual Total Load [MW] - United Kingdom (UK)"
"10.02.2017 18:30 - 10.02.2017 19:00","51402","N/A"
"10.02.2017 19:00 - 10.02.2017 19:30","50958","N/A"
"10.02.2017 19:30 - 10.02.2017 20:00","49933","N/A"
"10.02.2017 20:00 - 10.02.2017 20:30","48576","N/A"
"10.02.2017 20:30 - 10.02.2017 21:00","47043","N/A"
"10.02.2017 21:00 - 10.02.2017 21:30","45260","N/A"
"10.02.2017 21:30 - 10.02.2017 22:00","43432","N/A"
"10.02.2017 22:00 - 10.02.2017 22:30","41483","N/A"
"10.02.2017 22:30 - 10.02.2017 23:00","39326","N/A"
"10.02.2017 23:00 - 10.02.2017 23:30","37606","N/A"
"10.02.2017 23:30 - 11.02.2017 00:00","35844","N/A"
"11.02.2017 00:00 - 11.02.2017 00:30","34325","N/A"
"11.02.2017 00:30 - 11.02.2017 01:00","33279","N/A"
"11.02.2017 01:00 - 11.02.2017 01:30","33062","N/A"
"11.02.2017 01:30 - 11.02.2017 02:00","33172","N/A"
"11.02.2017 02:00 - 11.02.2017 02:30","32658","N/A"
"11.02.2017 02:30 - 11.02.2017 03:00","31947","N/A"
"11.02.2017 03:00 - 11.02.2017 03:30","31750","N/A"
"11.02.2017 03:30 - 11.02.2017 04:00","31567","N/A"
"11.02.2017 04:00 - 11.02.2017 04:30","30871","N/A"
"11.02.2017 04:30 - 11.02.2017 05:00","30045","N/A"
"11.02.2017 05:00 - 11.02.2017 05:30","29497","N/A"
"11.02.2017 05:30 - 11.02.2017 06:00","29383","N/A"
"11.02.2017 06:00 - 11.02.2017 06:30","29471","N/A"
"11.02.2017 06:30 - 11.02.2017 07:00","30272","N/A"
"11.02.2017 07:00 - 11.02.2017 07:30","31633","N/A"
"11.02.2017 07:30 - 11.02.2017 08:00","33256","N/A"
"11.02.2017 08:00 - 11.02.2017 08:30","34717","N/A"
"11.02.2017 08:30 - 11.02.2017 09:00","36359","N/A"
"11.02.2017 09:00 - 11.02.2017 09:30","38832","N/A"
"11.02.2017 09:30 - 11.02.2017 10:00","41040","N/A"
"11.02.2017 10:00 - 11.02.2017 10:30","42550","N/A"
"11.02.2017 10:30 - 11.02.2017 11:00","43271","N/A"
"11.02.2017 11:00 - 11.02.2017 11:30","43605","N/A"
"11.02.2017 11:30 - 11.02.2017 12:00","43810","N/A"
"11.02.2017 12:00 - 11.02.2017 12:30","43996","N/A"
"11.02.2017 12:30 - 11.02.2017 13:00","44086","N/A"
"11.02.2017 13:00 - 11.02.2017 13:30","44001","N/A"
"11.02.2017 13:30 - 11.02.2017 14:00","43816","N/A"
"11.02.2017 14:00 - 11.02.2017 14:30","43438","N/A"
"11.02.2017 14:30 - 11.02.2017 15:00","43193","N/A"
"11.02.2017 15:00 - 11.02.2017 15:30","42912","N/A"
"11.02.2017 15:30 - 11.02.2017 16:00","42650","N/A"
"11.02.2017 16:00 - 11.02.2017 16:30","42700","N/A"
"11.02.2017 16:30 - 11.02.2017 17:00","42939","N/A"
"11.02.2017 17:00 - 11.02.2017 17:30","43618","N/A"
"11.02.2017 17:30 - 11.02.2017 18:00","45082","N/A"
"11.02.2017 18:00 - 11.02.2017 18:30","47100","N/A"
"11.02.2017 18:30 - 11.02.2017 19:00","47872","N/A"
"11.02.2017 19:00 - 11.02.2017 19:30","47439","N/A"
"11.02.2017 19:30 - 11.02.2017 20:00","46512","N/A"
"11.02.2017 20:00 - 11.02.2017 20:30","44931","N/A"
"11.02.2017 20:30 - 11.02.2017 21:00","43346","N/A"
"11.02.2017 21:00 - 11.02.2017 21:30","42004","N/A"
"11.02.2017 21:30 - 11.02.2017 22:00","40607","N/A"
"11.02.2017 22:00 - 11.02.2017 22:30","39004","N/A"
"11.02.2017 22:30 - 11.02.2017 23:00","37372","N/A"
"11.02.2017 23:00 - 11.02.2017 23:30","36067","N/A"
"11.02.2017 23:30 - 12.02.2017 00:00","34529","N/A"
"12.02.2017 00:00 - 12.02.2017 00:30","33110","N/A"
"12.02.2017 00:30 - 12.02.2017 01:00","32058","N/A"
"12.02.2017 01:00 - 12.02.2017 01:30","31848","N/A"
"12.02.2017 01:30 - 12.02.2017 02:00","31925","N/A"
"12.02.2017 02:00 - 12.02.2017 02:30","31378","N/A"
"12.02.2017 02:30 - 12.02.2017 03:00","30716","N/A"
"12.02.2017 03:00 - 12.02.2017 03:30","30534","N/A"
"12.02.2017 03:30 - 12.02.2017 04:00","30150","N/A"
"12.02.2017 04:00 - 12.02.2017 04:30","29290","N/A"
"12.02.2017 04:30 - 12.02.2017 05:00","28531","N/A"
"12.02.2017 05:00 - 12.02.2017 05:30","27787","N/A"
"12.02.2017 05:30 - 12.02.2017 06:00","27582","N/A"
"12.02.2017 06:00 - 12.02.2017 06:30","27829","N/A"
"12.02.2017 06:30 - 12.02.2017 07:00","28549","N/A"
"12.02.2017 07:00 - 12.02.2017 07:30","29513","N/A"
"12.02.2017 07:30 - 12.02.2017 08:00","30480","N/A"
"12.02.2017 08:00 - 12.02.2017 08:30","31404","N/A"
"12.02.2017 08:30 - 12.02.2017 09:00","32607","N/A"
"12.02.2017 09:00 - 12.02.2017 09:30","34688","N/A"
"12.02.2017 09:30 - 12.02.2017 10:00","36964","N/A"
"12.02.2017 10:00 - 12.02.2017 10:30","39022","N/A"
"12.02.2017 10:30 - 12.02.2017 11:00","40614","N/A"
"12.02.2017 11:00 - 12.02.2017 11:30","41661","N/A"
"12.02.2017 11:30 - 12.02.2017 12:00","42090","N/A"
"12.02.2017 12:00 - 12.02.2017 12:30","42658","N/A"
"12.02.2017 12:30 - 12.02.2017 13:00","43377","N/A"
"12.02.2017 13:00 - 12.02.2017 13:30","43917","N/A"
"12.02.2017 13:30 - 12.02.2017 14:00","44083","N/A"
"12.02.2017 14:00 - 12.02.2017 14:30","43906","N/A"
"12.02.2017 14:30 - 12.02.2017 15:00","43780","N/A"
"12.02.2017 15:00 - 12.02.2017 15:30","43452","N/A"
"12.02.2017 15:30 - 12.02.2017 16:00","43062","N/A"
"12.02.2017 16:00 - 12.02.2017 16:30","42877","N/A"
"12.02.2017 16:30 - 12.02.2017 17:00","43205","N/A"
"12.02.2017 17:00 - 12.02.2017 17:30","43918","N/A"
"12.02.2017 17:30 - 12.02.2017 18:00","45181","N/A"
"12.02.2017 18:00 - 12.02.2017 18:30","47170","N/A"
"12.02.2017 18:30 - 12.02.2017 19:00","48051","N/A"
"12.02.2017 19:00 - 12.02.2017 19:30","47691","N/A"
"12.02.2017 19:30 - 12.02.2017 20:00","46795","N/A"
"12.02.2017 20:00 - 12.02.2017 20:30","45391","N/A"
"12.02.2017 20:30 - 12.02.2017 21:00","44087","N/A"
"12.02.2017 21:00 - 12.02.2017 21:30","42648","N/A"
"12.02.2017 21:30 - 12.02.2017 22:00","40909","N/A"
"12.02.2017 22:00 - 12.02.2017 22:30","39033","N/A"
"12.02.2017 22:30 - 12.02.2017 23:00","36989","N/A"
"12.02.2017 23:00 - 12.02.2017 23:30","35202","N/A"
"12.02.2017 23:30 - 13.02.2017 00:00","33249","N/A"
"13.02.2017 00:00 - 13.02.2017 00:30","31351","N/A"
"13.02.2017 00:30 - 13.02.2017 01:00","30787","N/A"
"13.02.2017 01:00 - 13.02.2017 01:30","30999","N/A"
"13.02.2017 01:30 - 13.02.2017 02:00","30973","N/A"
"13.02.2017 02:00 - 13.02.2017 02:30","30653","N/A"
"13.02.2017 02:30 - 13.02.2017 03:00","30062","N/A"
"13.02.2017 03:00 - 13.02.2017 03:30","29917","N/A"
"13.02.2017 03:30 - 13.02.2017 04:00","29659","N/A"
"13.02.2017 04:00 - 13.02.2017 04:30","28936","N/A"
"13.02.2017 04:30 - 13.02.2017 05:00","28137","N/A"
"13.02.2017 05:00 - 13.02.2017 05:30","27833","N/A"
"13.02.2017 05:30 - 13.02.2017 06:00","28321","N/A"
"13.02.2017 06:00 - 13.02.2017 06:30","29329","N/A"
"13.02.2017 06:30 - 13.02.2017 07:00","31634","N/A"
"13.02.2017 07:00 - 13.02.2017 07:30","34881","N/A"
"13.02.2017 07:30 - 13.02.2017 08:00","38042","N/A"
"13.02.2017 08:00 - 13.02.2017 08:30","40576","N/A"
"13.02.2017 08:30 - 13.02.2017 09:00","42510","N/A"
"13.02.2017 09:00 - 13.02.2017 09:30","44536","N/A"
"13.02.2017 09:30 - 13.02.2017 10:00","45969","N/A"
"13.02.2017 10:00 - 13.02.2017 10:30","46587","N/A"
"13.02.2017 10:30 - 13.02.2017 11:00","46440","N/A"
"13.02.2017 11:00 - 13.02.2017 11:30","46492","N/A"
"13.02.2017 11:30 - 13.02.2017 12:00","46478","N/A"
"13.02.2017 12:00 - 13.02.2017 12:30","46564","N/A"
"13.02.2017 12:30 - 13.02.2017 13:00","47037","N/A"
"13.02.2017 13:00 - 13.02.2017 13:30","47190","N/A"
"13.02.2017 13:30 - 13.02.2017 14:00","47376","N/A"
"13.02.2017 14:00 - 13.02.2017 14:30","47361","N/A"
"13.02.2017 14:30 - 13.02.2017 15:00","47617","N/A"
"13.02.2017 15:00 - 13.02.2017 15:30","47599","N/A"
"13.02.2017 15:30 - 13.02.2017 16:00","47724","N/A"
"13.02.2017 16:00 - 13.02.2017 16:30","47840","N/A"
"13.02.2017 16:30 - 13.02.2017 17:00","47982","N/A"
"13.02.2017 17:00 - 13.02.2017 17:30","48434","N/A"
"13.02.2017 17:30 - 13.02.2017 18:00","49159","N/A"
"13.02.2017 18:00 - 13.02.2017 18:30","50549","N/A"
"13.02.2017 18:30 - 13.02.2017 19:00","51560","N/A"
"13.02.2017 19:00 - 13.02.2017 19:30","51489","N/A"
"13.02.2017 19:30 - 13.02.2017 20:00","50761","N/A"
"13.02.2017 20:00 - 13.02.2017 20:30","49814","N/A"
"13.02.2017 20:30 - 13.02.2017 21:00","48336","N/A"
"13.02.2017 21:00 - 13.02.2017 21:30","46385","N/A"
"13.02.2017 21:30 - 13.02.2017 22:00","44329","N/A"
"13.02.2017 22:00 - 13.02.2017 22:30","41952","N/A"
"13.02.2017 22:30 - 13.02.2017 23:00","39387","N/A"
"13.02.2017 23:00 - 13.02.2017 23:30","37205","N/A"
"13.02.2017 23:30 - 14.02.2017 00:00","34932","N/A"
"14.02.2017 00:00 - 14.02.2017 00:30","32829","N/A"
"14.02.2017 00:30 - 14.02.2017 01:00","31980","N/A"
"14.02.2017 01:00 - 14.02.2017 01:30","31436","N/A"
"14.02.2017 01:30 - 14.02.2017 02:00","31518","N/A"
"14.02.2017 02:00 - 14.02.2017 02:30","31065","N/A"
"14.02.2017 02:30 - 14.02.2017 03:00","30564","N/A"
"14.02.2017 03:00 - 14.02.2017 03:30","30467","N/A"
"14.02.2017 03:30 - 14.02.2017 04:00","30307","N/A"
"14.02.2017 04:00 - 14.02.2017 04:30","29739","N/A"
"14.02.2017 04:30 - 14.02.2017 05:00","29211","N/A"
"14.02.2017 05:00 - 14.02.2017 05:30","29175","N/A"
"14.02.2017 05:30 - 14.02.2017 06:00","29657","N/A"
"14.02.2017 06:00 - 14.02.2017 06:30","30489","N/A"
"14.02.2017 06:30 - 14.02.2017 07:00","32700","N/A"
"14.02.2017 07:00 - 14.02.2017 07:30","35868","N/A"
"14.02.2017 07:30 - 14.02.2017 08:00","38895","N/A"
"14.02.2017 08:00 - 14.02.2017 08:30","41336","N/A"
"14.02.2017 08:30 - 14.02.2017 09:00","43181","N/A"
"14.02.2017 09:00 - 14.02.2017 09:30","44849","N/A"
"14.02.2017 09:30 - 14.02.2017 10:00","46022","N/A"
"14.02.2017 10:00 - 14.02.2017 10:30","46691","N/A"
"14.02.2017 10:30 - 14.02.2017 11:00","46647","N/A"
"14.02.2017 11:00 - 14.02.2017 11:30","46719","N/A"
"14.02.2017 11:30 - 14.02.2017 12:00","46842","N/A"
"14.02.2017 12:00 - 14.02.2017 12:30","46792","N/A"
"14.02.2017 12:30 - 14.02.2017 13:00","46900","N/A"
"14.02.2017 13:00 - 14.02.2017 13:30","46796","N/A"
"14.02.2017 13:30 - 14.02.2017 14:00","46606","N/A"
"14.02.2017 14:00 - 14.02.2017 14:30","46414","N/A"
"14.02.2017 14:30 - 14.02.2017 15:00","46312","N/A"
"14.02.2017 15:00 - 14.02.2017 15:30","46164","N/A"
"14.02.2017 15:30 - 14.02.2017 16:00","46457","N/A"
"14.02.2017 16:00 - 14.02.2017 16:30","46637","N/A"
"14.02.2017 16:30 - 14.02.2017 17:00","46751","N/A"
"14.02.2017 17:00 - 14.02.2017 17:30","47566","N/A"
"14.02.2017 17:30 - 14.02.2017 18:00","48944","N/A"
"14.02.2017 18:00 - 14.02.2017 18:30","50554","N/A"
"14.02.2017 18:30 - 14.02.2017 19:00","51156","N/A"
"14.02.2017 19:00 - 14.02.2017 19:30","50763","N/A"
"14.02.2017 19:30 - 14.02.2017 20:00","49995","N/A"
"14.02.2017 20:00 - 14.02.2017 20:30","48808","N/A"
"14.02.2017 20:30 - 14.02.2017 21:00","47330","N/A"
"14.02.2017 21:00 - 14.02.2017 21:30","45628","N/A"
"14.02.2017 21:30 - 14.02.2017 22:00","43553","N/A"
"14.02.2017 22:00 - 14.02.2017 22:30","41152","N/A"
"14.02.2017 22:30 - 14.02.2017 23:00","38792","N/A"
"14.02.2017 23:00 - 14.02.2017 23:30","36673","N/A"
"14.02.2017 23:30 - 15.02.2017 00:00","34349","N/A"
"15.02.2017 00:00 - 15.02.2017 00:30","32404","N/A"
"15.02.2017 00:30 - 15.02.2017 01:00","31227","N/A"
"15.02.2017 01:00 - 15.02.2017 01:30","31358","N/A"
"15.02.2017 01:30 - 15.02.2017 02:00","31379","N/A"
"15.02.2017 02:00 - 15.02.2017 02:30","30845","N/A"
"15.02.2017 02:30 - 15.02.2017 03:00","30154","N/A"
"15.02.2017 03:00 - 15.02.2017 03:30","29916","N/A"
"15.02.2017 03:30 - 15.02.2017 04:00","29658","N/A"
"15.02.2017 04:00 - 15.02.2017 04:30","28992","N/A"
"15.02.2017 04:30 - 15.02.2017 05:00","28289","N/A"
"15.02.2017 05:00 - 15.02.2017 05:30","28018","N/A"
"15.02.2017 05:30 - 15.02.2017 06:00","28325","N/A"
"15.02.2017 06:00 - 15.02.2017 06:30","29159","N/A"
"15.02.2017 06:30 - 15.02.2017 07:00","31269","N/A"
"15.02.2017 07:00 - 15.02.2017 07:30","34189","N/A"
"15.02.2017 07:30 - 15.02.2017 08:00","37159","N/A"
"15.02.2017 08:00 - 15.02.2017 08:30","39595","N/A"
"15.02.2017 08:30 - 15.02.2017 09:00","41422","N/A"
"15.02.2017 09:00 - 15.02.2017 09:30","43371","N/A"
"15.02.2017 09:30 - 15.02.2017 10:00","44788","N/A"
"15.02.2017 10:00 - 15.02.2017 10:30","45539","N/A"
"15.02.2017 10:30 - 15.02.2017 11:00","45511","N/A"
"15.02.2017 11:00 - 15.02.2017 11:30","45214","N/A"
"15.02.2017 11:30 - 15.02.2017 12:00","45058","N/A"
"15.02.2017 12:00 - 15.02.2017 12:30","45251","N/A"
"15.02.2017 12:30 - 15.02.2017 13:00","45605","N/A"
"15.02.2017 13:00 - 15.02.2017 13:30","45489","N/A"
"15.02.2017 13:30 - 15.02.2017 14:00","44961","N/A"
"15.02.2017 14:00 - 15.02.2017 14:30","44979","N/A"
"15.02.2017 14:30 - 15.02.2017 15:00","45693","N/A"
"15.02.2017 15:00 - 15.02.2017 15:30","46068","N/A"
"15.02.2017 15:30 - 15.02.2017 16:00","46347","N/A"
"15.02.2017 16:00 - 15.02.2017 16:30","46646","N/A"
"15.02.2017 16:30 - 15.02.2017 17:00","47037","N/A"
"15.02.2017 17:00 - 15.02.2017 17:30","47693","N/A"
"15.02.2017 17:30 - 15.02.2017 18:00","48551","N/A"
"15.02.2017 18:00 - 15.02.2017 18:30","49259","N/A"
"15.02.2017 18:30 - 15.02.2017 19:00","49267","N/A"
"15.02.2017 19:00 - 15.02.2017 19:30","48760","N/A"
"15.02.2017 19:30 - 15.02.2017 20:00","48472","N/A"
"15.02.2017 20:00 - 15.02.2017 20:30","47823","N/A"
"15.02.2017 20:30 - 15.02.2017 21:00","46353","N/A"
"15.02.2017 21:00 - 15.02.2017 21:30","44545","N/A"
"15.02.2017 21:30 - 15.02.2017 22:00","42538","N/A"
"15.02.2017 22:00 - 15.02.2017 22:30","40444","N/A"
"15.02.2017 22:30 - 15.02.2017 23:00","38159","N/A"
"15.02.2017 23:00 - 15.02.2017 23:30","36036","N/A"
"15.02.2017 23:30 - 16.02.2017 00:00","33853","N/A"
"16.02.2017 00:00 - 16.02.2017 00:30","31826","N/A"
"16.02.2017 00:30 - 16.02.2017 01:00","31048","N/A"
"16.02.2017 01:00 - 16.02.2017 01:30","31409","N/A"
"16.02.2017 01:30 - 16.02.2017 02:00","31301","N/A"
"16.02.2017 02:00 - 16.02.2017 02:30","30708","N/A"
"16.02.2017 02:30 - 16.02.2017 03:00","29995","N/A"
"16.02.2017 03:00 - 16.02.2017 03:30","29664","N/A"
"16.02.2017 03:30 - 16.02.2017 04:00","29331","N/A"
"16.02.2017 04:00 - 16.02.2017 04:30","28684","N/A"
"16.02.2017 04:30 - 16.02.2017 05:00","28090","N/A"
"16.02.2017 05:00 - 16.02.2017 05:30","27964","N/A"
"16.02.2017 05:30 - 16.02.2017 06:00","28367","N/A"
"16.02.2017 06:00 - 16.02.2017 06:30","29273","N/A"
"16.02.2017 06:30 - 16.02.2017 07:00","31437","N/A"
"16.02.2017 07:00 - 16.02.2017 07:30","34377","N/A"
"16.02.2017 07:30 - 16.02.2017 08:00","37331","N/A"
"16.02.2017 08:00 - 16.02.2017 08:30","39733","N/A"
"16.02.2017 08:30 - 16.02.2017 09:00","41487","N/A"
"16.02.2017 09:00 - 16.02.2017 09:30","43226","N/A"
"16.02.2017 09:30 - 16.02.2017 10:00","43961","N/A"
"16.02.2017 10:00 - 16.02.2017 10:30","44187","N/A"
"16.02.2017 10:30 - 16.02.2017 11:00","44151","N/A"
"16.02.2017 11:00 - 16.02.2017 11:30","44167","N/A"
"16.02.2017 11:30 - 16.02.2017 12:00","44091","N/A"
"16.02.2017 12:00 - 16.02.2017 12:30","44067","N/A"
"16.02.2017 12:30 - 16.02.2017 13:00","44518","N/A"
"16.02.2017 13:00 - 16.02.2017 13:30","44623","N/A"
"16.02.2017 13:30 - 16.02.2017 14:00","44579","N/A"
"16.02.2017 14:00 - 16.02.2017 14:30","44370","N/A"
"16.02.2017 14:30 - 16.02.2017 15:00","44359","N/A"
"16.02.2017 15:00 - 16.02.2017 15:30","44174","N/A"
"16.02.2017 15:30 - 16.02.2017 16:00","44076","N/A"
"16.02.2017 16:00 - 16.02.2017 16:30","43975","N/A"
"16.02.2017 16:30 - 16.02.2017 17:00","44038","N/A"
"16.02.2017 17:00 - 16.02.2017 17:30","44731","N/A"
"16.02.2017 17:30 - 16.02.2017 18:00","45701","N/A"
"16.02.2017 18:00 - 16.02.2017 18:30","47078","N/A"
"16.02.2017 18:30 - 16.02.2017 19:00","48404","N/A"
"16.02.2017 19:00 - 16.02.2017 19:30","48621","N/A"
"16.02.2017 19:30 - 16.02.2017 20:00","47888","N/A"
"16.02.2017 20:00 - 16.02.2017 20:30","46941","N/A"
"16.02.2017 20:30 - 16.02.2017 21:00","45681","N/A"
"16.02.2017 21:00 - 16.02.2017 21:30","44148","N/A"
"16.02.2017 21:30 - 16.02.2017 22:00","42351","N/A"
"16.02.2017 22:00 - 16.02.2017 22:30","40235","N/A"
"16.02.2017 22:30 - 16.02.2017 23:00","37952","N/A"
"16.02.2017 23:00 - 16.02.2017 23:30","35862","N/A"
"16.02.2017 23:30 - 17.02.2017 00:00","33753","N/A"
"17.02.2017 00:00 - 17.02.2017 00:30","31865","N/A"
"17.02.2017 00:30 - 17.02.2017 01:00","31166","N/A"
"17.02.2017 01:00 - 17.02.2017 01:30","30995","N/A"
"17.02.2017 01:30 - 17.02.2017 02:00","31001","N/A"
"17.02.2017 02:00 - 17.02.2017 02:30","30416","N/A"
"17.02.2017 02:30 - 17.02.2017 03:00","29649","N/A"
"17.02.2017 03:00 - 17.02.2017 03:30","29394","N/A"
"17.02.2017 03:30 - 17.02.2017 04:00","29071","N/A"
"17.02.2017 04:00 - 17.02.2017 04:30","28328","N/A"
"17.02.2017 04:30 - 17.02.2017 05:00","27566","N/A"
"17.02.2017 05:00 - 17.02.2017 05:30","27332","N/A"
"17.02.2017 05:30 - 17.02.2017 06:00","27822","N/A"
"17.02.2017 06:00 - 17.02.2017 06:30","28672","N/A"
"17.02.2017 06:30 - 17.02.2017 07:00","30708","N/A"
"17.02.2017 07:00 - 17.02.2017 07:30","33790","N/A"
"17.02.2017 07:30 - 17.02.2017 08:00","36660","N/A"
"17.02.2017 08:00 - 17.02.2017 08:30","38761","N/A"
"17.02.2017 08:30 - 17.02.2017 09:00","40497","N/A"
"17.02.2017 09:00 - 17.02.2017 09:30","42167","N/A"
"17.02.2017 09:30 - 17.02.2017 10:00","42714","N/A"
"17.02.2017 10:00 - 17.02.2017 10:30","42883","N/A"
"17.02.2017 10:30 - 17.02.2017 11:00","43007","N/A"
"17.02.2017 11:00 - 17.02.2017 11:30","43139","N/A"
"17.02.2017 11:30 - 17.02.2017 12:00","42948","N/A"
"17.02.2017 12:00 - 17.02.2017 12:30","42588","N/A"
"17.02.2017 12:30 - 17.02.2017 13:00","42587","N/A"
"17.02.2017 13:00 - 17.02.2017 13:30","42449","N/A"
"17.02.2017 13:30 - 17.02.2017 14:00","42233","N/A"
"17.02.2017 14:00 - 17.02.2017 14:30","41767","N/A"
"17.02.2017 14:30 - 17.02.2017 15:00","41714","N/A"
"17.02.2017 15:00 - 17.02.2017 15:30","41820","N/A"
"17.02.2017 15:30 - 17.02.2017 16:00","41852","N/A"
"17.02.2017 16:00 - 17.02.2017 16:30","41912","N/A"
"17.02.2017 16:30 - 17.02.2017 17:00","42146","N/A"
"17.02.2017 17:00 - 17.02.2017 17:30","42730","N/A"
"17.02.2017 17:30 - 17.02.2017 18:00","43785","N/A"
"17.02.2017 18:00 - 17.02.2017 18:30","45438","N/A"
"17.02.2017 18:30 - 17.02.2017 19:00","46398","N/A"
"17.02.2017 19:00 - 17.02.2017 19:30","46159","N/A"
"17.02.2017 19:30 - 17.02.2017 20:00","45141","N/A"
"17.02.2017 20:00 - 17.02.2017 20:30","43879","N/A"
"17.02.2017 20:30 - 17.02.2017 21:00","42614","N/A"
"17.02.2017 21:00 - 17.02.2017 21:30","41177","N/A"
"17.02.2017 21:30 - 17.02.2017 22:00","39557","N/A"
"17.02.2017 22:00 - 17.02.2017 22:30","37740","N/A"
"17.02.2017 22:30 - 17.02.2017 23:00","35885","N/A"
"17.02.2017 23:00 - 17.02.2017 23:30","34180","N/A"
"17.02.2017 23:30 - 18.02.2017 00:00","32333","N/A"
"18.02.2017 00:00 - 18.02.2017 00:30","30793","N/A"
"18.02.2017 00:30 - 18.02.2017 01:00","30229","N/A"
"18.02.2017 01:00 - 18.02.2017 01:30","30042","N/A"
"18.02.2017 01:30 - 18.02.2017 02:00","29974","N/A"
"18.02.2017 02:00 - 18.02.2017 02:30","29353","N/A"
"18.02.2017 02:30 - 18.02.2017 03:00","28596","N/A"
"18.02.2017 03:00 - 18.02.2017 03:30","28234","N/A"
"18.02.2017 03:30 - 18.02.2017 04:00","27947","N/A"
"18.02.2017 04:00 - 18.02.2017 04:30","27234","N/A"
"18.02.2017 04:30 - 18.02.2017 05:00","26549","N/A"
"18.02.2017 05:00 - 18.02.2017 05:30","26227","N/A"
"18.02.2017 05:30 - 18.02.2017 06:00","26172","N/A"
"18.02.2017 06:00 - 18.02.2017 06:30","26389","N/A"
"18.02.2017 06:30 - 18.02.2017 07:00","27320","N/A"
"18.02.2017 07:00 - 18.02.2017 07:30","28658","N/A"
"18.02.2017 07:30 - 18.02.2017 08:00","29977","N/A"
"18.02.2017 08:00 - 18.02.2017 08:30","31174","N/A"
"18.02.2017 08:30 - 18.02.2017 09:00","32599","N/A"
"18.02.2017 09:00 - 18.02.2017 09:30","34661","N/A"
"18.02.2017 09:30 - 18.02.2017 10:00","36474","N/A"
"18.02.2017 10:00 - 18.02.2017 10:30","37730","N/A"
"18.02.2017 10:30 - 18.02.2017 11:00","38622","N/A"
"18.02.2017 11:00 - 18.02.2017 11:30","38658","N/A"
"18.02.2017 11:30 - 18.02.2017 12:00","38309","N/A"
"18.02.2017 12:00 - 18.02.2017 12:30","38592","N/A"
"18.02.2017 12:30 - 18.02.2017 13:00","38994","N/A"
"18.02.2017 13:00 - 18.02.2017 13:30","39140","N/A"
"18.02.2017 13:30 - 18.02.2017 14:00","39086","N/A"
"18.02.2017 14:00 - 18.02.2017 14:30","38747","N/A"
"18.02.2017 14:30 - 18.02.2017 15:00","38364","N/A"
"18.02.2017 15:00 - 18.02.2017 15:30","37699","N/A"
"18.02.2017 15:30 - 18.02.2017 16:00","37052","N/A"
"18.02.2017 16:00 - 18.02.2017 16:30","36714","N/A"
"18.02.2017 16:30 - 18.02.2017 17:00","36907","N/A"
"18.02.2017 17:00 - 18.02.2017 17:30","37423","N/A"
"18.02.2017 17:30 - 18.02.2017 18:00","38875","N/A"
"18.02.2017 18:00 - 18.02.2017 18:30","41100","N/A"
"18.02.2017 18:30 - 18.02.2017 19:00","42451","N/A"
"18.02.2017 19:00 - 18.02.2017 19:30","42482","N/A"
"18.02.2017 19:30 - 18.02.2017 20:00","41621","N/A"
"18.02.2017 20:00 - 18.02.2017 20:30","40307","N/A"
"18.02.2017 20:30 - 18.02.2017 21:00","38999","N/A"
"18.02.2017 21:00 - 18.02.2017 21:30","37942","N/A"
"18.02.2017 21:30 - 18.02.2017 22:00","36680","N/A"
"18.02.2017 22:00 - 18.02.2017 22:30","35415","N/A"
"18.02.2017 22:30 - 18.02.2017 23:00","34057","N/A"
"18.02.2017 23:00 - 18.02.2017 23:30","32856","N/A"
"18.02.2017 23:30 - 19.02.2017 00:00","31571","N/A"
"19.02.2017 00:00 - 19.02.2017 00:30","30149","N/A"
"19.02.2017 00:30 - 19.02.2017 01:00","29140","N/A"
"19.02.2017 01:00 - 19.02.2017 01:30","28933","N/A"
"19.02.2017 01:30 - 19.02.2017 02:00","28884","N/A"
"19.02.2017 02:00 - 19.02.2017 02:30","28213","N/A"
"19.02.2017 02:30 - 19.02.2017 03:00","27478","N/A"
"19.02.2017 03:00 - 19.02.2017 03:30","27221","N/A"
"19.02.2017 03:30 - 19.02.2017 04:00","26792","N/A"
"19.02.2017 04:00 - 19.02.2017 04:30","25960","N/A"
"19.02.2017 04:30 - 19.02.2017 05:00","25320","N/A"
"19.02.2017 05:00 - 19.02.2017 05:30","24948","N/A"
"19.02.2017 05:30 - 19.02.2017 06:00","24914","N/A"
"19.02.2017 06:00 - 19.02.2017 06:30","25001","N/A"
"19.02.2017 06:30 - 19.02.2017 07:00","25392","N/A"
"19.02.2017 07:00 - 19.02.2017 07:30","26118","N/A"
"19.02.2017 07:30 - 19.02.2017 08:00","26793","N/A"
"19.02.2017 08:00 - 19.02.2017 08:30","27394","N/A"
"19.02.2017 08:30 - 19.02.2017 09:00","28543","N/A"
"19.02.2017 09:00 - 19.02.2017 09:30","30628","N/A"
"19.02.2017 09:30 - 19.02.2017 10:00","32457","N/A"
"19.02.2017 10:00 - 19.02.2017 10:30","34026","N/A"
"19.02.2017 10:30 - 19.02.2017 11:00","35378","N/A"
"19.02.2017 11:00 - 19.02.2017 11:30","36452","N/A"
"19.02.2017 11:30 - 19.02.2017 12:00","37090","N/A"
"19.02.2017 12:00 - 19.02.2017 12:30","37618","N/A"
"19.02.2017 12:30 - 19.02.2017 13:00","38187","N/A"
"19.02.2017 13:00 - 19.02.2017 13:30","38434","N/A"
