,Index,Mean,Stddev
0,1.0,0.9000238395726077,2.1574333164830928
1,2.0,0.82547911923785,2.220257121348035
2,3.0,0.8213751908637777,2.28945548532468
3,4.0,0.7884943911996305,2.38081100753085
4,5.0,0.8506772782872166,2.4751396125958194
5,6.0,0.9043645700551398,2.5193973519252535
6,7.0,1.0044972934517808,2.6031990605930675
7,8.0,1.0383617463822372,2.6209360957084575
8,9.0,1.1377010920886437,2.670072891425907
9,10.0,1.128452106833275,2.7336330631204753
10,11.0,1.0148671319847282,2.7084639652831317
11,12.0,0.80128843826083,2.9725737121972005
12,13.0,0.6007948883337909,3.69983684778675
13,14.0,0.35720904430852324,4.228038449445934
14,15.0,-0.03509015313308177,4.852787597410356
15,16.0,-0.17304773620746103,5.009834858243183
16,17.0,-0.3165966851370675,4.809008098804374
17,18.0,-0.23547988973638062,4.589312988642167
18,19.0,-0.22165457395913962,4.060828877291419
19,20.0,-0.2324814491447765,3.9274267833684955
20,21.0,-0.019581749208511846,3.541429076075637
21,22.0,0.043354738589988506,3.5198747427478496
22,23.0,0.028622621046965755,3.39528601746253
23,24.0,0.04690635903822845,3.334530257424026
24,25.0,0.02119836200766849,3.3034532591161514
25,26.0,0.1197405265186972,3.2503229690441895
26,27.0,0.24964728506296277,3.299103706202549
27,28.0,0.3627909456713042,3.3507018476164667
28,29.0,0.41373742485925347,3.3953931170108325
29,30.0,0.49661428155620707,3.3254544401251436
30,31.0,0.48106006762948456,3.4040881511480783
31,32.0,0.2725139363020796,3.5177693164182267
32,33.0,-0.31209414164225263,3.4955472548137076
33,34.0,-0.6378880971038396,3.4547908435721406
34,35.0,-1.0638216902913036,3.432402636557285
35,36.0,-1.0663292688232047,3.3892715308824557
36,37.0,-1.0308765157649777,3.27134495025402
37,38.0,-0.8987595859650642,3.2732285125545495
38,39.0,-0.668279294835807,3.2231283234699792
39,40.0,-0.35985966080344767,3.1497456227409235
40,41.0,-0.007340959997221072,3.076650092012419
41,42.0,0.28020935902397753,2.9995103846619
42,43.0,0.5563884618498396,2.8784947638339613
43,44.0,0.661360957355177,2.8129067491080266
44,45.0,0.6049636134720434,2.7537470290907375
45,46.0,0.49958504361857287,2.5921454009439473
46,47.0,0.3632793799779748,2.224135420031059
47,48.0,0.39898861950992986,2.0543887223173183
48,49.0,0.3343235866704844,2.1629373349740955
49,50.0,0.26727073651854344,2.2062803406474294
50,51.0,0.1886768547913629,2.2280992642576805
51,52.0,0.14231673057544433,2.218475742877236
52,53.0,0.19166761676653557,2.23136716717449
53,54.0,0.2136835725259854,2.2883814096190997
54,55.0,0.338338024590605,2.4320831443586117
55,56.0,0.36158138363042736,2.484891598921995
56,57.0,0.5943812512399231,2.5495849090436904
57,58.0,0.5790306552470921,2.590247536442838
58,59.0,0.6219197555987334,2.5078726876089186
59,60.0,0.39421168530957856,2.626343955067075
60,61.0,0.23665659990911295,2.9901450057661307
61,62.0,0.13502555267052715,3.2396203286069727
62,63.0,-0.33292863204182566,3.4610769351261745
63,64.0,-0.44206336728988155,3.57363730989482
64,65.0,-0.5504547398650701,3.5635187052942228
65,66.0,-0.4156741195303687,3.4147364004132013
66,67.0,-0.40818900798322966,3.24383980824958
67,68.0,-0.3657990530925229,3.0856222660951014
68,69.0,-0.14415003851262106,2.9370254455564786
69,70.0,-0.09162257140316356,2.873573269236001
70,71.0,-0.12405677525861655,2.780442434755151
71,72.0,-0.11019726871894801,2.740044513552137
72,73.0,-0.11109267110282559,2.698062820763991
73,74.0,-0.037070053850633944,2.706231046380883
74,75.0,0.10792057605749268,2.669954635886508
75,76.0,0.213755864086239,2.679933976783754
76,77.0,0.27365458592474917,2.7228438231645593
77,78.0,0.36363138401013917,2.7233982042994653
78,79.0,0.32816394635975454,2.7462681766768378
79,80.0,0.10011994310604629,2.772104612933106
80,81.0,-0.41555377778552827,2.791089583970799
81,82.0,-0.7577164059593564,2.867256594541418
82,83.0,-1.1114560240058489,2.869920663667886
83,84.0,-1.0958623624177573,2.838570842638542
84,85.0,-1.003345703734414,2.8496059156736386
85,86.0,-0.879735826178813,2.858837965243553
86,87.0,-0.6921850935178602,2.835204796170166
87,88.0,-0.4145728880945255,2.7325406441309323
88,89.0,-0.1379215869815668,2.6918829030062787
89,90.0,0.1640636972641249,2.6264616684306326
90,91.0,0.418868651734336,2.5496731860200326
91,92.0,0.4662328039189821,2.534788328487438
92,93.0,0.34676958620273574,2.256890456819338
93,94.0,0.19681206651913222,2.1495224487988085
94,95.0,0.12090126254408406,1.9635700102185574
95,96.0,0.26131320150583387,1.9250033235342772
96,97.0,0.2353819606564195,1.9194287543786461
97,98.0,0.1590545403499574,1.9800485633577316
98,99.0,0.11376317816762148,2.0464348121276044
99,100.0,0.08333728309783701,2.063676167441028
100,101.0,0.09511446166148384,2.1354256729759715
101,102.0,0.1111458489788659,2.194085257114588
102,103.0,0.22823671179799257,2.1850509755537333
103,104.0,0.239700439265613,2.2145904055106085
104,105.0,0.40407971289850053,2.259865488848678
105,106.0,0.3928630706974621,2.289190749624579
106,107.0,0.34803500162291634,2.2424377329118954
107,108.0,0.15268116606728455,2.368492044981471
108,109.0,-0.0006477977090533795,2.5836614433887797
109,110.0,-0.08604081577236568,2.795237227720463
110,111.0,-0.4004684962142265,3.083723789736902
111,112.0,-0.49857799143285797,3.0980427981611434
112,113.0,-0.5668758989442512,2.987270382815275
113,114.0,-0.4019610390611874,2.8165193027784357
114,115.0,-0.3797348088090138,2.7525327055069053
115,116.0,-0.34391185057328044,2.6515122085295824
116,117.0,-0.12010328184441305,2.5468587442191803
117,118.0,-0.06214080283169373,2.415108299710181
118,119.0,-0.08482366957422775,2.316167560083158
119,120.0,-0.061399605746642785,2.2768585305483695
120,121.0,-0.061088418916623165,2.3187905558367
121,122.0,0.040300062328989056,2.3224758252636724
122,123.0,0.13521557317168298,2.32046913538684
123,124.0,0.23234237131801436,2.305008594902419
124,125.0,0.2770583222795009,2.313714368490786
125,126.0,0.3773495232601137,2.3834467334969425
126,127.0,0.24520952930831325,2.4153455596422195
127,128.0,0.057595799060827395,2.470363068641254
128,129.0,-0.4740899335916874,2.5442479350453
129,130.0,-0.8384690330728042,2.599106515720758
130,131.0,-1.21452513277256,2.7638219962468713
131,132.0,-1.2058225988572644,2.6029913577296324
132,133.0,-1.121973357193298,2.495186983508423
133,134.0,-0.96879762933734,2.4488311630396207
134,135.0,-0.7549459063036285,2.4413513832584397
135,136.0,-0.49686660555650564,2.41507277910418
136,137.0,-0.27166539685883645,2.407725918570284
137,138.0,0.006593785205378145,2.4129034779849894
138,139.0,0.23076393361831407,2.440320931660593
139,140.0,0.2879240940756146,2.375001024142044
140,141.0,0.20924344562348865,2.151999619197336
141,142.0,0.06438870068153112,2.022124903442519
142,143.0,0.07935390812277611,1.8501617707369962
143,144.0,0.19402850255072573,1.8039096162715635
144,145.0,0.18927398119104621,1.8916693634813946
145,146.0,0.11166182311449183,1.9782060604627854
146,147.0,0.0819731930031022,2.0046065681504937
147,148.0,0.04244760580692789,2.0462781058606767
