,MSE_Train,MAE_Train,RMSE_Train,MSE_Test,MAE_Test,RMSE_Test
0,1.4330460116204624,0.8586603815865294,1.1970989982538882,1.5384944770806657,0.9031190781049937,1.2403606238028784
