,MSE_Train,MAE_Train,RMSE_Train,MSE_Test,MAE_Test,RMSE_Test
0,0.5300450664822323,0.5324390627853858,0.7280419400571867,0.6679240113816289,0.6050518112289625,0.8172661814743278
