,MSE_Train,MAE_Train,RMSE_Train,MSE_Test,MAE_Test,RMSE_Test
0,0.42430068800502324,0.4675779655851043,0.6513836718900953,0.5326297143771314,0.5328306819610528,0.729814849381082
