,MSE_Train,MAE_Train,RMSE_Train,MSE_Test,MAE_Test,RMSE_Test
0,0.7312572843204025,0.6272374346837076,0.8551358279948295,1.1430190495688042,0.7740589541446232,1.0691206898983876
