Data_Flow_ID,Flow_Run_Date,Settlement_Date,Settlement_Run_Type,SAA_Run_Number,CDCA_Run_Number,SVAA_Settlement_Date,SVAA_Run_Number,SSR_Run_Number,BSC_Party_ID,Settlement_Period,System_Buy_Price,System_Sell_Price,Price_Derivation_Code,Total_Demand,Total_Generation,Total_Period_Applicable_Balancing_Services_Volume,Information_Imbalance_Price_1,Information_Imbalance_Price_2,Notional_Reserve_Limit,Total_NIV_Tagged_Volume,Arbitrage_Flag,Continuous_Acceptance_Duration_Limit,De_Minimis_Acceptance_Threshold,Net_Energy_Buy-Price_Cost_Adjustment,Net_Energy_Buy-Price_Volume_Adjustment,Net_System_Buy-Price_Volume_Adjustment,Buy-Price_Price_Adjust,Net_Energy_Sell-Price_Cost_Adjustment,Net_Energy_Sell-Price_Volume_Adjustment,Net_System_Sell-Price_Volume_Adjustment,Sell-Price_Price_Adjust,System_Total_Accepted_Bid_Volume,Total_System_Accepted_Offer_Volume,Total_System_Tagged_Accepted_Bid_Volume,Total_System_Tagged_Accepted_Offer_Volume,Total_System_Repriced_Accepted_Bid_Volume,Total_System_Repriced_Accepted_Offer_Volume,Total_System_Originally-priced_Accepted_Bid_Volume,Total_System_Originally-priced_Accepted_Offer_Volume,Total_System_Adjustment_Sell_Volume,Total_System_Adjustment_Buy_Volume,Total_System_Tagged_Adjustment_Sell_Volume,Total_System_Tagged_Adjustment_Buy_Volume,Total_System_Repriced_Adjustment_Sell_Volume,Total_System_Repriced_Adjustment_Buy_Volume,Total_System_Originally-priced_Adjustment_Sell_Volume,Total_System_Originally-priced_Adjustment_Buy_Volume,Replacement_Price,Replacement_Price_Calculation_Volume,Stor_Availability_Window_Flag,Loss_Of_Load_Probability,De-rated_Margin,Value_Of_Lost_Load,Reserve_Scarcity_Price,GBP-EUR_Exchange_Rate,Balancing_Energy_Deviation_Price,Total_System_RR_Cashflow,RR_Aggregated_Unpriced_System_Buy_Action_Volume,RR_Aggregated_Unpriced_System_Sell_Action_Volume,Period_RR_Accepted_Offer_Volume,Period_RR_Accepted_Bid_Volume,SortKey
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,1,57.9,57.9,P,-12047.756,12402.611,-48.723,0,0,,826.336,T,15,1,,,,0,,,,0,-678.07,604.133,-678.07,604.133,0,0,0,20.633,-150,338.5,-150,288.5,0,0,0,95.664,,,F,0,23242.822,3000,,,,,,,,,2017100501DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,2,57,57,P,-11963.439,12288.18,30.105,0,0,,974.375,T,15,1,,,,0,,,,0,-825.375,643.25,-825.375,635.875,0,0,0,7.375,-150,338.5,-150,338.5,0,0,0,0,,,F,0,23897.072,3000,,,,,,,,,2017100502DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,3,27.2,27.2,N,-11994.229,12299.735,-18.374,0,0,,1038,T,15,1,,,,0,,,,0,-984.423,699.5,-984.424,699.5,0,0,-41,0,-150,338.5,-100,338.5,0,0,-53.84,0,,,F,0,24456.41,3000,,,,,,,,,2017100503DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,4,57.00121,57.00121,P,-12009.614,12316.764,25.398,0,0,,969.195,T,15,1,,,,0,,,,0,-820.812,671.75,-820.812,630.75,0,0,0,41,-150,338.5,-150,338.445,0,0,0,0.055,,,F,0,24578.77,3000,,,,,,,,,2017100504DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,5,60,60,P,-11894.613,12195.312,7.696,0,0,,952.761,T,15,1,,,,0,,,,0,-758.236,820.627,-758.236,770.626,0,0,0,91.366,-195,338.5,-195,338.5,0,0,0,115,,,F,0,25407.314,3000,,,,,,,,,2017100505DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,6,60.51882,60.51882,P,-11693.299,11996.803,7.598,0,0,,961.227,T,15,1,,,,0,,,,0,-766.226,906.212,-766.226,856.212,0,0,0,168.057,-195,338.5,-195,338.5,0,0,0,115,,,F,0,25824.984,3000,,,,,,,,,2017100506DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,7,72.45,72.45,P,-11517.108,11829.376,-9.93,0,0,,428.075,T,15,1,,,,0,,,,0,-411.625,745.776,-411.625,695.776,0,0,0,541.2,-17.5,338.5,-17.5,338.5,0,0,0,115,,,F,0,26273.715,3000,,,,,,,,,2017100507DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,8,65,65,P,-11536.458,11834.346,-12.183,0,0,,277.594,T,15,1,,,,0,,,,0,-260.094,570.377,-260.094,526.508,0,18.44,0,460.377,-17.5,338.5,-17.5,332.369,0,37.466,0,115,65,1,F,0,25812.324,3000,,,,,,,,,2017100508DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,9,65,65,P,-11383.813,11696.056,-11.023,0,0,,244.404,T,15,1,,,,0,,,,0,-97.621,543.073,-97.621,502.18,0,41.582,0,410.49,-150,338.5,-150,329.393,0,70.097,0,115,65,1,F,0,26067.582,3000,,,,,,,,,2017100509DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,10,65,65,P,-11404.845,11734.566,-4.891,0,0,,427.133,T,15,1,,,,0,,,,0,-278.133,512.617,-278.133,462.617,0,0,0,308.9,-150,338.5,-150,338.5,0,0,0,115,,,F,0,25951.533,3000,,,,,,,,,2017100510DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,11,57.9,57.9,P,-11924.443,12262.713,-17.429,0,0,,751.024,T,15,1,,,,0,,,,0,-576.421,438.05,-576.421,438.05,0,0,0,0,-177.5,338.5,-177.5,312.974,0,0,0,25.526,,,F,0,25315.38,3000,,,,,,,,,2017100511DF
