Data_Flow_ID,Flow_Run_Date,Settlement_Date,Settlement_Run_Type,SAA_Run_Number,CDCA_Run_Number,SVAA_Settlement_Date,SVAA_Run_Number,SSR_Run_Number,BSC_Party_ID,Settlement_Period,System_Buy_Price,System_Sell_Price,Price_Derivation_Code,Total_Demand,Total_Generation,Total_Period_Applicable_Balancing_Services_Volume,Information_Imbalance_Price_1,Information_Imbalance_Price_2,Notional_Reserve_Limit,Total_NIV_Tagged_Volume,Arbitrage_Flag,Continuous_Acceptance_Duration_Limit,De_Minimis_Acceptance_Threshold,Net_Energy_Buy-Price_Cost_Adjustment,Net_Energy_Buy-Price_Volume_Adjustment,Net_System_Buy-Price_Volume_Adjustment,Buy-Price_Price_Adjust,Net_Energy_Sell-Price_Cost_Adjustment,Net_Energy_Sell-Price_Volume_Adjustment,Net_System_Sell-Price_Volume_Adjustment,Sell-Price_Price_Adjust,System_Total_Accepted_Bid_Volume,Total_System_Accepted_Offer_Volume,Total_System_Tagged_Accepted_Bid_Volume,Total_System_Tagged_Accepted_Offer_Volume,Total_System_Repriced_Accepted_Bid_Volume,Total_System_Repriced_Accepted_Offer_Volume,Total_System_Originally-priced_Accepted_Bid_Volume,Total_System_Originally-priced_Accepted_Offer_Volume,Total_System_Adjustment_Sell_Volume,Total_System_Adjustment_Buy_Volume,Total_System_Tagged_Adjustment_Sell_Volume,Total_System_Tagged_Adjustment_Buy_Volume,Total_System_Repriced_Adjustment_Sell_Volume,Total_System_Repriced_Adjustment_Buy_Volume,Total_System_Originally-priced_Adjustment_Sell_Volume,Total_System_Originally-priced_Adjustment_Buy_Volume,Replacement_Price,Replacement_Price_Calculation_Volume,Stor_Availability_Window_Flag,Loss_Of_Load_Probability,De-rated_Margin,Value_Of_Lost_Load,Reserve_Scarcity_Price,GBP-EUR_Exchange_Rate,Balancing_Energy_Deviation_Price,Total_System_RR_Cashflow,RR_Aggregated_Unpriced_System_Buy_Action_Volume,RR_Aggregated_Unpriced_System_Sell_Action_Volume,Period_RR_Accepted_Offer_Volume,Period_RR_Accepted_Bid_Volume,SortKey
S0142009,20200304,20171102,DF,7,19,20171102,19,49301,NGC,1,36.1,36.1,N,-14295.231,14589.103,8.412,0,0,,216.971,T,15,1,,,,0,,,,0,-90.815,217.838,-66.971,217.838,0,0,-23.844,0,-150,0,-150,0,0,0,0,0,,,F,0,23090.89,3000,,,,,,,,,2017110201DF
S0142009,20200304,20171102,DF,7,19,20171102,19,49301,NGC,2,54.90772,54.90772,P,-14272.85,14563.705,2.434,0,0,,251.4,T,15,1,,,,0,,,,0,-101.825,489.431,-101.825,439.43,0,0,0,238.03,-150,0,-150,0,0,0,0,0,,,F,0,23166.002,3000,,,,,,,,,2017110202DF
S0142009,20200304,20171102,DF,7,19,20171102,19,49301,NGC,3,53.65264,53.65264,P,-14116.788,14399.064,-0.41,0,0,,310.908,T,15,1,,,,0,,,,0,-161.733,468.735,-161.733,418.735,0,0,0,157.369,-150,0,-150,0,0,0,0,0,,,F,0,23252.465,3000,,,,,,,,,2017110203DF
S0142009,20200304,20171102,DF,7,19,20171102,19,49301,NGC,4,53.24,53.24,P,-13798.684,14068.724,0.623,0,0,,357.186,T,15,1,,,,0,,,,0,-207.559,410.652,-207.559,360.652,0,0,0,53.465,-150,0,-150,0,0,0,0,0,,,F,0,24051.453,3000,,,,,,,,,2017110204DF
S0142009,20200304,20171102,DF,7,19,20171102,19,49301,NGC,5,53.24,53.24,P,-13610.587,13874.068,29.098,0,0,,358.695,T,15,1,,,,0,,,,0,-208.695,398.47,-208.695,358.695,0,0,0,39.775,-150,0,-150,0,0,0,0,0,,,F,0,24319.643,3000,,,,,,,,,2017110205DF
S0142009,20200304,20171102,DF,7,19,20171102,19,49301,NGC,6,53.97219,53.97219,P,-13505.098,13755.673,9.596,0,0,,277.2,T,15,1,,,,0,,,,0,-127.2,488.63,-127.2,438.629,0,0,0,211.429,-150,0,-150,0,0,0,0,0,,,F,0,24485.656,3000,,,,,,,,,2017110206DF
S0142009,20200304,20171102,DF,7,19,20171102,19,49301,NGC,7,53.97043,53.97043,P,-13314.365,13558.512,21.734,0,0,,266.425,T,15,1,,,,0,,,,0,-116.425,545.231,-116.425,495.231,0,0,0,278.806,-150,0,-150,0,0,0,0,0,,,F,0,24538.516,3000,,,,,,,,,2017110207DF
S0142009,20200304,20171102,DF,7,19,20171102,19,49301,NGC,8,53.93615,53.93615,P,-13177.522,13415.685,-12.781,0,0,,272.125,T,15,1,,,,0,,,,0,-122.154,508.279,-122.154,458.279,0,0,0,236.154,-150,0,-150,0,0,0,0,0,,,F,0,25420.844,3000,,,,,,,,,2017110208DF
S0142009,20200304,20171102,DF,7,19,20171102,19,49301,NGC,9,53.24,53.24,P,-13261.1,13500.715,28.185,0,0,,285.294,T,15,1,,,,0,,,,0,-145.331,393.609,-145.331,343.609,0,0,0,108.315,-140,0,-140,0,0,0,0,0,,,F,0,24985.19,3000,,,,,,,,,2017110209DF
S0142009,20200304,20171102,DF,7,19,20171102,19,49301,NGC,10,53.24,53.24,P,-13385.347,13623.705,13.244,0,0,,261.167,T,15,1,,,,0,,,,0,-122.029,369.333,-122.029,319.333,0,0,0,108.167,-140,0,-140,0,0,0,0,0,,,F,0,24961.87,3000,,,,,,,,,2017110210DF
