"Time (CET)","Day-ahead Total Load Forecast [MW] - United Kingdom (UK)","Actual Total Load [MW] - United Kingdom (UK)"
"27.05.2015 17:30 - 27.05.2015 18:00","40193","42391"
"27.05.2015 18:00 - 27.05.2015 18:30","40716","42671"
"27.05.2015 18:30 - 27.05.2015 19:00","40800","43179"
"27.05.2015 19:00 - 27.05.2015 19:30","40737","42752"
"27.05.2015 19:30 - 27.05.2015 20:00","40576","42437"
"27.05.2015 20:00 - 27.05.2015 20:30","40080","41638"
"27.05.2015 20:30 - 27.05.2015 21:00","39336","40774"
"27.05.2015 21:00 - 27.05.2015 21:30","38667","40107"
"27.05.2015 21:30 - 27.05.2015 22:00","38138","39545"
"27.05.2015 22:00 - 27.05.2015 22:30","37679","38824"
"27.05.2015 22:30 - 27.05.2015 23:00","37299","38514"
"27.05.2015 23:00 - 27.05.2015 23:30","36313","38224"
"27.05.2015 23:30 - 28.05.2015 00:00","34479","36893"
"28.05.2015 00:00 - 28.05.2015 00:30","32282","34811"
"28.05.2015 00:30 - 28.05.2015 01:00","30143","33402"
"28.05.2015 01:00 - 28.05.2015 01:30","28477","31834"
"28.05.2015 01:30 - 28.05.2015 02:00","26279","29128"
"28.05.2015 02:00 - 28.05.2015 02:30","25325","27306"
"28.05.2015 02:30 - 28.05.2015 03:00","26106","26905"
"28.05.2015 03:00 - 28.05.2015 03:30","26238","26953"
"28.05.2015 03:30 - 28.05.2015 04:00","25930","26535"
"28.05.2015 04:00 - 28.05.2015 04:30","25674","26181"
"28.05.2015 04:30 - 28.05.2015 05:00","25557","25996"
"28.05.2015 05:00 - 28.05.2015 05:30","25457","25333"
"28.05.2015 05:30 - 28.05.2015 06:00","25214","25612"
"28.05.2015 06:00 - 28.05.2015 06:30","25304","25107"
"28.05.2015 06:30 - 28.05.2015 07:00","26157","25724"
"28.05.2015 07:00 - 28.05.2015 07:30","28284","26899"
"28.05.2015 07:30 - 28.05.2015 08:00","31591","30649"
"28.05.2015 08:00 - 28.05.2015 08:30","35283","33945"
"28.05.2015 08:30 - 28.05.2015 09:00","38630","36019"
"28.05.2015 09:00 - 28.05.2015 09:30","40472","38157"
"28.05.2015 09:30 - 28.05.2015 10:00","41415","39934"
"28.05.2015 10:00 - 28.05.2015 10:30","41594","40920"
"28.05.2015 10:30 - 28.05.2015 11:00","41676","41170"
"28.05.2015 11:00 - 28.05.2015 11:30","41593","42117"
"28.05.2015 11:30 - 28.05.2015 12:00","41674","42100"
"28.05.2015 12:00 - 28.05.2015 12:30","42018","42136"
"28.05.2015 12:30 - 28.05.2015 13:00","42250","42339"
"28.05.2015 13:00 - 28.05.2015 13:30","42531","42456"
"28.05.2015 13:30 - 28.05.2015 14:00","42453","42569"
"28.05.2015 14:00 - 28.05.2015 14:30","42247","42076"
"28.05.2015 14:30 - 28.05.2015 15:00","42157","42162"
"28.05.2015 15:00 - 28.05.2015 15:30","42087","41629"
"28.05.2015 15:30 - 28.05.2015 16:00","41642","40698"
"28.05.2015 16:00 - 28.05.2015 16:30","41170","39885"
"28.05.2015 16:30 - 28.05.2015 17:00","41046","39835"
"28.05.2015 17:00 - 28.05.2015 17:30","41342","39605"
"28.05.2015 17:30 - 28.05.2015 18:00","41930","40303"
"28.05.2015 18:00 - 28.05.2015 18:30","42392","40561"
"28.05.2015 18:30 - 28.05.2015 19:00","42288","40720"
"28.05.2015 19:00 - 28.05.2015 19:30","41979","40631"
"28.05.2015 19:30 - 28.05.2015 20:00","41560","41012"
"28.05.2015 20:00 - 28.05.2015 20:30","40851","40863"
"28.05.2015 20:30 - 28.05.2015 21:00","39879","40154"
"28.05.2015 21:00 - 28.05.2015 21:30","38987","39335"
"28.05.2015 21:30 - 28.05.2015 22:00","38189","38679"
"28.05.2015 22:00 - 28.05.2015 22:30","37859","38234"
"28.05.2015 22:30 - 28.05.2015 23:00","37909","38422"
"28.05.2015 23:00 - 28.05.2015 23:30","37064","38746"
"28.05.2015 23:30 - 29.05.2015 00:00","35400","37691"
"29.05.2015 00:00 - 29.05.2015 00:30","33337","35473"
"29.05.2015 00:30 - 29.05.2015 01:00","31355","32873"
"29.05.2015 01:00 - 29.05.2015 01:30","29487","30825"
"29.05.2015 01:30 - 29.05.2015 02:00","27744","29222"
"29.05.2015 02:00 - 29.05.2015 02:30","27051","26939"
"29.05.2015 02:30 - 29.05.2015 03:00","27052","26706"
"29.05.2015 03:00 - 29.05.2015 03:30","26776","26752"
"29.05.2015 03:30 - 29.05.2015 04:00","26336","26472"
"29.05.2015 04:00 - 29.05.2015 04:30","25995","25960"
"29.05.2015 04:30 - 29.05.2015 05:00","25760","25861"
"29.05.2015 05:00 - 29.05.2015 05:30","25593","25612"
"29.05.2015 05:30 - 29.05.2015 06:00","25417","25609"
"29.05.2015 06:00 - 29.05.2015 06:30","25200","25227"
"29.05.2015 06:30 - 29.05.2015 07:00","25556","25656"
"29.05.2015 07:00 - 29.05.2015 07:30","27196","26982"
"29.05.2015 07:30 - 29.05.2015 08:00","29720","30637"
"29.05.2015 08:00 - 29.05.2015 08:30","32379","33132"
"29.05.2015 08:30 - 29.05.2015 09:00","35093","36051"
"29.05.2015 09:00 - 29.05.2015 09:30","37331","38412"
"29.05.2015 09:30 - 29.05.2015 10:00","39069","40728"
"29.05.2015 10:00 - 29.05.2015 10:30","40038","41696"
"29.05.2015 10:30 - 29.05.2015 11:00","40561","42703"
"29.05.2015 11:00 - 29.05.2015 11:30","40562","43183"
"29.05.2015 11:30 - 29.05.2015 12:00","40612","43649"
"29.05.2015 12:00 - 29.05.2015 12:30","40873","43717"
"29.05.2015 12:30 - 29.05.2015 13:00","41219","44147"
"29.05.2015 13:00 - 29.05.2015 13:30","41479","44200"
"29.05.2015 13:30 - 29.05.2015 14:00","41497","44097"
"29.05.2015 14:00 - 29.05.2015 14:30","41229","44021"
"29.05.2015 14:30 - 29.05.2015 15:00","40954","43182"
"29.05.2015 15:00 - 29.05.2015 15:30","40838","42773"
"29.05.2015 15:30 - 29.05.2015 16:00","40638","42282"
"29.05.2015 16:00 - 29.05.2015 16:30","40409","41976"
"29.05.2015 16:30 - 29.05.2015 17:00","40377","40576"
"29.05.2015 17:00 - 29.05.2015 17:30","40477","40338"
"29.05.2015 17:30 - 29.05.2015 18:00","40867","40846"
"29.05.2015 18:00 - 29.05.2015 18:30","41696","40957"
"29.05.2015 18:30 - 29.05.2015 19:00","41981","41266"
"29.05.2015 19:00 - 29.05.2015 19:30","41658","41123"
"29.05.2015 19:30 - 29.05.2015 20:00","41123","40635"
"29.05.2015 20:00 - 29.05.2015 20:30","40451","40216"
"29.05.2015 20:30 - 29.05.2015 21:00","39543","39620"
"29.05.2015 21:00 - 29.05.2015 21:30","38612","39062"
"29.05.2015 21:30 - 29.05.2015 22:00","37624","38098"
"29.05.2015 22:00 - 29.05.2015 22:30","36878","37249"
"29.05.2015 22:30 - 29.05.2015 23:00","36743","37200"
"29.05.2015 23:00 - 29.05.2015 23:30","36268","37083"
"29.05.2015 23:30 - 30.05.2015 00:00","34980","36492"
"30.05.2015 00:00 - 30.05.2015 00:30","33145","34833"
"30.05.2015 00:30 - 30.05.2015 01:00","31262","32518"
"30.05.2015 01:00 - 30.05.2015 01:30","29451","30688"
"30.05.2015 01:30 - 30.05.2015 02:00","28091","29202"
"30.05.2015 02:00 - 30.05.2015 02:30","27171","27609"
"30.05.2015 02:30 - 30.05.2015 03:00","26888","26339"
"30.05.2015 03:00 - 30.05.2015 03:30","26716","26251"
"30.05.2015 03:30 - 30.05.2015 04:00","26110","25722"
"30.05.2015 04:00 - 30.05.2015 04:30","25580","25144"
"30.05.2015 04:30 - 30.05.2015 05:00","25246","24512"
"30.05.2015 05:00 - 30.05.2015 05:30","24971","24325"
"30.05.2015 05:30 - 30.05.2015 06:00","24583","24096"
"30.05.2015 06:00 - 30.05.2015 06:30","24103","23445"
"30.05.2015 06:30 - 30.05.2015 07:00","24035","23550"
"30.05.2015 07:00 - 30.05.2015 07:30","24567","23886"
"30.05.2015 07:30 - 30.05.2015 08:00","25741","25670"
"30.05.2015 08:00 - 30.05.2015 08:30","27164","27967"
"30.05.2015 08:30 - 30.05.2015 09:00","28835","30291"
"30.05.2015 09:00 - 30.05.2015 09:30","30655","31810"
"30.05.2015 09:30 - 30.05.2015 10:00","32309","34002"
"30.05.2015 10:00 - 30.05.2015 10:30","33494","35197"
"30.05.2015 10:30 - 30.05.2015 11:00","34590","36062"
"30.05.2015 11:00 - 30.05.2015 11:30","35237","36886"
"30.05.2015 11:30 - 30.05.2015 12:00","35372","37621"
"30.05.2015 12:00 - 30.05.2015 12:30","35435","37156"
"30.05.2015 12:30 - 30.05.2015 13:00","35609","37005"
"30.05.2015 13:00 - 30.05.2015 13:30","35602","N/A"
"30.05.2015 13:30 - 30.05.2015 14:00","35293","N/A"
"30.05.2015 14:00 - 30.05.2015 14:30","34875","36079"
"30.05.2015 14:30 - 30.05.2015 15:00","34365","35406"
"30.05.2015 15:00 - 30.05.2015 15:30","33950","34601"
"30.05.2015 15:30 - 30.05.2015 16:00","33468","34127"
"30.05.2015 16:00 - 30.05.2015 16:30","33067","33608"
"30.05.2015 16:30 - 30.05.2015 17:00","32903","33939"
"30.05.2015 17:00 - 30.05.2015 17:30","33070","33766"
"30.05.2015 17:30 - 30.05.2015 18:00","33635","35125"
"30.05.2015 18:00 - 30.05.2015 18:30","34386","35150"
"30.05.2015 18:30 - 30.05.2015 19:00","34904","36131"
"30.05.2015 19:00 - 30.05.2015 19:30","35098","36573"
"30.05.2015 19:30 - 30.05.2015 20:00","35120","36629"
"30.05.2015 20:00 - 30.05.2015 20:30","34930","36581"
"30.05.2015 20:30 - 30.05.2015 21:00","34554","36143"
"30.05.2015 21:00 - 30.05.2015 21:30","33906","35876"
"30.05.2015 21:30 - 30.05.2015 22:00","33317","35546"
"30.05.2015 22:00 - 30.05.2015 22:30","32837","35202"
"30.05.2015 22:30 - 30.05.2015 23:00","32458","35319"
"30.05.2015 23:00 - 30.05.2015 23:30","32061","35144"
"30.05.2015 23:30 - 31.05.2015 00:00","31217","34266"
"31.05.2015 00:00 - 31.05.2015 00:30","30031","32806"
"31.05.2015 00:30 - 31.05.2015 01:00","28615","30791"
"31.05.2015 01:00 - 31.05.2015 01:30","27373","29261"
"31.05.2015 01:30 - 31.05.2015 02:00","25977","28841"
"31.05.2015 02:00 - 31.05.2015 02:30","25016","26877"
"31.05.2015 02:30 - 31.05.2015 03:00","25104","25884"
"31.05.2015 03:00 - 31.05.2015 03:30","25252","25317"
"31.05.2015 03:30 - 31.05.2015 04:00","24705","24786"
"31.05.2015 04:00 - 31.05.2015 04:30","24318","24366"
"31.05.2015 04:30 - 31.05.2015 05:00","24123","23820"
"31.05.2015 05:00 - 31.05.2015 05:30","23931","23773"
"31.05.2015 05:30 - 31.05.2015 06:00","23280","24532"
"31.05.2015 06:00 - 31.05.2015 06:30","22782","22782"
"31.05.2015 06:30 - 31.05.2015 07:00","22730","21954"
"31.05.2015 07:00 - 31.05.2015 07:30","22919","21898"
"31.05.2015 07:30 - 31.05.2015 08:00","23557","22632"
"31.05.2015 08:00 - 31.05.2015 08:30","24470","23368"
"31.05.2015 08:30 - 31.05.2015 09:00","25673","24535"
"31.05.2015 09:00 - 31.05.2015 09:30","27037","26449"
"31.05.2015 09:30 - 31.05.2015 10:00","28565","29388"
"31.05.2015 10:00 - 31.05.2015 10:30","30094","31073"
"31.05.2015 10:30 - 31.05.2015 11:00","31774","32952"
"31.05.2015 11:00 - 31.05.2015 11:30","32978","34616"
"31.05.2015 11:30 - 31.05.2015 12:00","33935","36127"
"31.05.2015 12:00 - 31.05.2015 12:30","34555","36705"
"31.05.2015 12:30 - 31.05.2015 13:00","35071","37522"
"31.05.2015 13:00 - 31.05.2015 13:30","35508","38102"
"31.05.2015 13:30 - 31.05.2015 14:00","35594","38713"
"31.05.2015 14:00 - 31.05.2015 14:30","35309","38708"
"31.05.2015 14:30 - 31.05.2015 15:00","34771","38326"
"31.05.2015 15:00 - 31.05.2015 15:30","34365","37956"
"31.05.2015 15:30 - 31.05.2015 16:00","34050","37515"
"31.05.2015 16:00 - 31.05.2015 16:30","33913","37129"
"31.05.2015 16:30 - 31.05.2015 17:00","33878","37011"
"31.05.2015 17:00 - 31.05.2015 17:30","34118","37231"
"31.05.2015 17:30 - 31.05.2015 18:00","34508","37215"
"31.05.2015 18:00 - 31.05.2015 18:30","35130","37715"
"31.05.2015 18:30 - 31.05.2015 19:00","35629","38192"
"31.05.2015 19:00 - 31.05.2015 19:30","35788","38202"
"31.05.2015 19:30 - 31.05.2015 20:00","35626","37884"
"31.05.2015 20:00 - 31.05.2015 20:30","35604","37549"
"31.05.2015 20:30 - 31.05.2015 21:00","35233","37248"
"31.05.2015 21:00 - 31.05.2015 21:30","34725","36539"
"31.05.2015 21:30 - 31.05.2015 22:00","34350","35842"
"31.05.2015 22:00 - 31.05.2015 22:30","33952","35204"
"31.05.2015 22:30 - 31.05.2015 23:00","34024","35330"
"31.05.2015 23:00 - 31.05.2015 23:30","33594","35310"
"31.05.2015 23:30 - 01.06.2015 00:00","32341","34995"
"01.06.2015 00:00 - 01.06.2015 00:30","30592","33218"
"01.06.2015 00:30 - 01.06.2015 01:00","28714","30487"
"01.06.2015 01:00 - 01.06.2015 01:30","27188","28650"
"01.06.2015 01:30 - 01.06.2015 02:00","25503","26962"
"01.06.2015 02:00 - 01.06.2015 02:30","32644","25120"
"01.06.2015 02:30 - 01.06.2015 03:00","30923","24819"
"01.06.2015 03:00 - 01.06.2015 03:30","30412","25045"
"01.06.2015 03:30 - 01.06.2015 04:00","31055","24783"
"01.06.2015 04:00 - 01.06.2015 04:30","31576","24273"
"01.06.2015 04:30 - 01.06.2015 05:00","30965","24019"
"01.06.2015 05:00 - 01.06.2015 05:30","30166","23890"
"01.06.2015 05:30 - 01.06.2015 06:00","29523","23862"
"01.06.2015 06:00 - 01.06.2015 06:30","29745","23643"
"01.06.2015 06:30 - 01.06.2015 07:00","30324","24231"
"01.06.2015 07:00 - 01.06.2015 07:30","32495","26139"
"01.06.2015 07:30 - 01.06.2015 08:00","35437","30088"
"01.06.2015 08:00 - 01.06.2015 08:30","38744","33332"
"01.06.2015 08:30 - 01.06.2015 09:00","41299","37182"
"01.06.2015 09:00 - 01.06.2015 09:30","43339","39187"
"01.06.2015 09:30 - 01.06.2015 10:00","44348","40502"
"01.06.2015 10:00 - 01.06.2015 10:30","45357","41374"
"01.06.2015 10:30 - 01.06.2015 11:00","46057","41053"
"01.06.2015 11:00 - 01.06.2015 11:30","46525","41362"
"01.06.2015 11:30 - 01.06.2015 12:00","46179","41909"
"01.06.2015 12:00 - 01.06.2015 12:30","45949","41775"
"01.06.2015 12:30 - 01.06.2015 13:00","45431","42165"
"01.06.2015 13:00 - 01.06.2015 13:30","44991","42482"
"01.06.2015 13:30 - 01.06.2015 14:00","45205","42563"
"01.06.2015 14:00 - 01.06.2015 14:30","45281","42285"
"01.06.2015 14:30 - 01.06.2015 15:00","45146","41826"
"01.06.2015 15:00 - 01.06.2015 15:30","45169","41753"
"01.06.2015 15:30 - 01.06.2015 16:00","44854","41819"
"01.06.2015 16:00 - 01.06.2015 16:30","44691","41752"
"01.06.2015 16:30 - 01.06.2015 17:00","45016","41828"
"01.06.2015 17:00 - 01.06.2015 17:30","45701","42177"
"01.06.2015 17:30 - 01.06.2015 18:00","46340","43166"
"01.06.2015 18:00 - 01.06.2015 18:30","46849","44168"
"01.06.2015 18:30 - 01.06.2015 19:00","47079","44409"
"01.06.2015 19:00 - 01.06.2015 19:30","47371","43867"
"01.06.2015 19:30 - 01.06.2015 20:00","46999","43654"
"01.06.2015 20:00 - 01.06.2015 20:30","46314","43237"
"01.06.2015 20:30 - 01.06.2015 21:00","46391","42640"
"01.06.2015 21:00 - 01.06.2015 21:30","47992","41968"
"01.06.2015 21:30 - 01.06.2015 22:00","48600","41151"
"01.06.2015 22:00 - 01.06.2015 22:30","47896","40295"
"01.06.2015 22:30 - 01.06.2015 23:00","46857","40129"
"01.06.2015 23:00 - 01.06.2015 23:30","44461","39148"
"01.06.2015 23:30 - 02.06.2015 00:00","41761","37264"
"02.06.2015 00:00 - 02.06.2015 00:30","39114","34981"
"02.06.2015 00:30 - 02.06.2015 01:00","36777","31976"
"02.06.2015 01:00 - 02.06.2015 01:30","34976","29953"
"02.06.2015 01:30 - 02.06.2015 02:00","34182","28515"
"02.06.2015 02:00 - 02.06.2015 02:30","25795","26381"
"02.06.2015 02:30 - 02.06.2015 03:00","25844","26127"
"02.06.2015 03:00 - 02.06.2015 03:30","26962","26239"
"02.06.2015 03:30 - 02.06.2015 04:00","26478","25950"
"02.06.2015 04:00 - 02.06.2015 04:30","26072","25655"
"02.06.2015 04:30 - 02.06.2015 05:00","25827","25418"
"02.06.2015 05:00 - 02.06.2015 05:30","25708","25132"
"02.06.2015 05:30 - 02.06.2015 06:00","25378","24709"
"02.06.2015 06:00 - 02.06.2015 06:30","25176","24496"
"02.06.2015 06:30 - 02.06.2015 07:00","25609","25079"
"02.06.2015 07:00 - 02.06.2015 07:30","27437","26123"
"02.06.2015 07:30 - 02.06.2015 08:00","30177","30726"
"02.06.2015 08:00 - 02.06.2015 08:30","32771","34170"
"02.06.2015 08:30 - 02.06.2015 09:00","35280","38356"
"02.06.2015 09:00 - 02.06.2015 09:30","37147","40521"
"02.06.2015 09:30 - 02.06.2015 10:00","38534","41820"
"02.06.2015 10:00 - 02.06.2015 10:30","39286","42208"
"02.06.2015 10:30 - 02.06.2015 11:00","39630","42905"
"02.06.2015 11:00 - 02.06.2015 11:30","39737","43601"
"02.06.2015 11:30 - 02.06.2015 12:00","40229","43494"
"02.06.2015 12:00 - 02.06.2015 12:30","40664","43383"
"02.06.2015 12:30 - 02.06.2015 13:00","40911","43645"
"02.06.2015 13:00 - 02.06.2015 13:30","41152","43770"
"02.06.2015 13:30 - 02.06.2015 14:00","41057","43741"
"02.06.2015 14:00 - 02.06.2015 14:30","40629","43412"
"02.06.2015 14:30 - 02.06.2015 15:00","40252","42806"
"02.06.2015 15:00 - 02.06.2015 15:30","40074","42769"
"02.06.2015 15:30 - 02.06.2015 16:00","39740","42390"
"02.06.2015 16:00 - 02.06.2015 16:30","39529","42257"
"02.06.2015 16:30 - 02.06.2015 17:00","39663","42039"
"02.06.2015 17:00 - 02.06.2015 17:30","40157","43138"
"02.06.2015 17:30 - 02.06.2015 18:00","40864","43301"
"02.06.2015 18:00 - 02.06.2015 18:30","41578","43439"
"02.06.2015 18:30 - 02.06.2015 19:00","41700","43695"
"02.06.2015 19:00 - 02.06.2015 19:30","41431","43446"
"02.06.2015 19:30 - 02.06.2015 20:00","41061","42935"
"02.06.2015 20:00 - 02.06.2015 20:30","40483","42451"
"02.06.2015 20:30 - 02.06.2015 21:00","39698","41534"
"02.06.2015 21:00 - 02.06.2015 21:30","38762","40667"
"02.06.2015 21:30 - 02.06.2015 22:00","37702","39947"
"02.06.2015 22:00 - 02.06.2015 22:30","36916","38983"
"02.06.2015 22:30 - 02.06.2015 23:00","36716","38820"
"02.06.2015 23:00 - 02.06.2015 23:30","36082","38055"
"02.06.2015 23:30 - 03.06.2015 00:00","34279","37084"
"03.06.2015 00:00 - 03.06.2015 00:30","31949","35056"
"03.06.2015 00:30 - 03.06.2015 01:00","29832","32292"
"03.06.2015 01:00 - 03.06.2015 01:30","28256","30202"
"03.06.2015 01:30 - 03.06.2015 02:00","25904","28652"
"03.06.2015 02:00 - 03.06.2015 02:30","25278","26738"
"03.06.2015 02:30 - 03.06.2015 03:00","25086","26619"
"03.06.2015 03:00 - 03.06.2015 03:30","25626","26567"
"03.06.2015 03:30 - 03.06.2015 04:00","25258","26252"
"03.06.2015 04:00 - 03.06.2015 04:30","24893","25785"
"03.06.2015 04:30 - 03.06.2015 05:00","24677","25672"
"03.06.2015 05:00 - 03.06.2015 05:30","24568","25504"
"03.06.2015 05:30 - 03.06.2015 06:00","24269","25508"
"03.06.2015 06:00 - 03.06.2015 06:30","24103","25040"
"03.06.2015 06:30 - 03.06.2015 07:00","24610","25579"
"03.06.2015 07:00 - 03.06.2015 07:30","26428","27020"
"03.06.2015 07:30 - 03.06.2015 08:00","29167","31346"
"03.06.2015 08:00 - 03.06.2015 08:30","31809","34762"
"03.06.2015 08:30 - 03.06.2015 09:00","34383","38548"
"03.06.2015 09:00 - 03.06.2015 09:30","36352","40685"
"03.06.2015 09:30 - 03.06.2015 10:00","37868","41747"
"03.06.2015 10:00 - 03.06.2015 10:30","38741","41734"
"03.06.2015 10:30 - 03.06.2015 11:00","39155","42398"
"03.06.2015 11:00 - 03.06.2015 11:30","39404","43408"
"03.06.2015 11:30 - 03.06.2015 12:00","39869","42935"
"03.06.2015 12:00 - 03.06.2015 12:30","40210","43070"
"03.06.2015 12:30 - 03.06.2015 13:00","40332","43404"
"03.06.2015 13:00 - 03.06.2015 13:30","40468","43449"
"03.06.2015 13:30 - 03.06.2015 14:00","40371","43326"
"03.06.2015 14:00 - 03.06.2015 14:30","39977","42896"
"03.06.2015 14:30 - 03.06.2015 15:00","39609","42639"
"03.06.2015 15:00 - 03.06.2015 15:30","39408","42329"
"03.06.2015 15:30 - 03.06.2015 16:00","39069","42656"
"03.06.2015 16:00 - 03.06.2015 16:30","38851","41741"
"03.06.2015 16:30 - 03.06.2015 17:00","38967","41637"
"03.06.2015 17:00 - 03.06.2015 17:30","39420","42761"
"03.06.2015 17:30 - 03.06.2015 18:00","40107","42790"
"03.06.2015 18:00 - 03.06.2015 18:30","40784","43174"
"03.06.2015 18:30 - 03.06.2015 19:00","40924","43109"
"03.06.2015 19:00 - 03.06.2015 19:30","40687","42864"
"03.06.2015 19:30 - 03.06.2015 20:00","40355","42263"
"03.06.2015 20:00 - 03.06.2015 20:30","39867","41614"
"03.06.2015 20:30 - 03.06.2015 21:00","39134","41061"
"03.06.2015 21:00 - 03.06.2015 21:30","38182","40429"
"03.06.2015 21:30 - 03.06.2015 22:00","37145","39754"
"03.06.2015 22:00 - 03.06.2015 22:30","36480","38700"
"03.06.2015 22:30 - 03.06.2015 23:00","36405","38599"
"03.06.2015 23:00 - 03.06.2015 23:30","35843","38397"
"03.06.2015 23:30 - 04.06.2015 00:00","34093","37805"
"04.06.2015 00:00 - 04.06.2015 00:30","31799","35807"
"04.06.2015 00:30 - 04.06.2015 01:00","29763","33440"
"04.06.2015 01:00 - 04.06.2015 01:30","27875","31128"
"04.06.2015 01:30 - 04.06.2015 02:00","26512","29465"
"04.06.2015 02:00 - 04.06.2015 02:30","25777","27301"
"04.06.2015 02:30 - 04.06.2015 03:00","25527","26912"
"04.06.2015 03:00 - 04.06.2015 03:30","25579","27062"
"04.06.2015 03:30 - 04.06.2015 04:00","25308","26740"
"04.06.2015 04:00 - 04.06.2015 04:30","25042","26429"
"04.06.2015 04:30 - 04.06.2015 05:00","24919","26229"
"04.06.2015 05:00 - 04.06.2015 05:30","24804","25935"
"04.06.2015 05:30 - 04.06.2015 06:00","24402","25734"
"04.06.2015 06:00 - 04.06.2015 06:30","24245","25353"
"04.06.2015 06:30 - 04.06.2015 07:00","24906","25860"
"04.06.2015 07:00 - 04.06.2015 07:30","26806","26936"
"04.06.2015 07:30 - 04.06.2015 08:00","29715","31036"
"04.06.2015 08:00 - 04.06.2015 08:30","32419","35658"
"04.06.2015 08:30 - 04.06.2015 09:00","35032","38274"
"04.06.2015 09:00 - 04.06.2015 09:30","37122","40345"
"04.06.2015 09:30 - 04.06.2015 10:00","38791","41650"
"04.06.2015 10:00 - 04.06.2015 10:30","39684","41901"
"04.06.2015 10:30 - 04.06.2015 11:00","40277","42456"
"04.06.2015 11:00 - 04.06.2015 11:30","40587","42519"
"04.06.2015 11:30 - 04.06.2015 12:00","40708","42531"
"04.06.2015 12:00 - 04.06.2015 12:30","40954","42715"
"04.06.2015 12:30 - 04.06.2015 13:00","41084","42936"
"04.06.2015 13:00 - 04.06.2015 13:30","41248","42927"
"04.06.2015 13:30 - 04.06.2015 14:00","41219","43318"
"04.06.2015 14:00 - 04.06.2015 14:30","41027","43541"
"04.06.2015 14:30 - 04.06.2015 15:00","40822","42732"
"04.06.2015 15:00 - 04.06.2015 15:30","40646","41795"
"04.06.2015 15:30 - 04.06.2015 16:00","40347","42027"
"04.06.2015 16:00 - 04.06.2015 16:30","40163","41193"
"04.06.2015 16:30 - 04.06.2015 17:00","40172","41468"
"04.06.2015 17:00 - 04.06.2015 17:30","40603","42462"
"04.06.2015 17:30 - 04.06.2015 18:00","41372","42478"
"04.06.2015 18:00 - 04.06.2015 18:30","41942","42864"
"04.06.2015 18:30 - 04.06.2015 19:00","41843","43422"
"04.06.2015 19:00 - 04.06.2015 19:30","41415","42526"
"04.06.2015 19:30 - 04.06.2015 20:00","41048","42556"
"04.06.2015 20:00 - 04.06.2015 20:30","40320","41875"
"04.06.2015 20:30 - 04.06.2015 21:00","39116","41577"
"04.06.2015 21:00 - 04.06.2015 21:30","37968","40261"
"04.06.2015 21:30 - 04.06.2015 22:00","37033","39845"
"04.06.2015 22:00 - 04.06.2015 22:30","36480","38678"
"04.06.2015 22:30 - 04.06.2015 23:00","36627","38346"
"04.06.2015 23:00 - 04.06.2015 23:30","36300","37948"
"04.06.2015 23:30 - 05.06.2015 00:00","34687","37274"
"05.06.2015 00:00 - 05.06.2015 00:30","32455","35250"
"05.06.2015 00:30 - 05.06.2015 01:00","30377","33678"
"05.06.2015 01:00 - 05.06.2015 01:30","28590","30812"
"05.06.2015 01:30 - 05.06.2015 02:00","27192","29217"
"05.06.2015 02:00 - 05.06.2015 02:30","26680","27046"
"05.06.2015 02:30 - 05.06.2015 03:00","26400","26607"
"05.06.2015 03:00 - 05.06.2015 03:30","26045","26580"
"05.06.2015 03:30 - 05.06.2015 04:00","25656","26121"
"05.06.2015 04:00 - 05.06.2015 04:30","25411","26034"
"05.06.2015 04:30 - 05.06.2015 05:00","25464","25707"
"05.06.2015 05:00 - 05.06.2015 05:30","25350","25635"
"05.06.2015 05:30 - 05.06.2015 06:00","24852","25433"
"05.06.2015 06:00 - 05.06.2015 06:30","24679","25037"
"05.06.2015 06:30 - 05.06.2015 07:00","25385","25516"
"05.06.2015 07:00 - 05.06.2015 07:30","27110","26775"
"05.06.2015 07:30 - 05.06.2015 08:00","30002","30561"
"05.06.2015 08:00 - 05.06.2015 08:30","33279","33899"
"05.06.2015 08:30 - 05.06.2015 09:00","36184","37692"
"05.06.2015 09:00 - 05.06.2015 09:30","38055","39885"
"05.06.2015 09:30 - 05.06.2015 10:00","38956","41597"
"05.06.2015 10:00 - 05.06.2015 10:30","39591","42119"
"05.06.2015 10:30 - 05.06.2015 11:00","40446","42434"
"05.06.2015 11:00 - 05.06.2015 11:30","40778","42096"
"05.06.2015 11:30 - 05.06.2015 12:00","41073","43605"
"05.06.2015 12:00 - 05.06.2015 12:30","41246","43481"
"05.06.2015 12:30 - 05.06.2015 13:00","41528","43791"
"05.06.2015 13:00 - 05.06.2015 13:30","41721","43320"
"05.06.2015 13:30 - 05.06.2015 14:00","41434","43734"
"05.06.2015 14:00 - 05.06.2015 14:30","41102","42783"
"05.06.2015 14:30 - 05.06.2015 15:00","40702","42602"
"05.06.2015 15:00 - 05.06.2015 15:30","40349","41599"
"05.06.2015 15:30 - 05.06.2015 16:00","39792","41806"
"05.06.2015 16:00 - 05.06.2015 16:30","39286","40593"
"05.06.2015 16:30 - 05.06.2015 17:00","39218","40294"
"05.06.2015 17:00 - 05.06.2015 17:30","39612","40713"
"05.06.2015 17:30 - 05.06.2015 18:00","40090","40520"
"05.06.2015 18:00 - 05.06.2015 18:30","40375","40341"
"05.06.2015 18:30 - 05.06.2015 19:00","40065","40784"
