"Time (CET)","Day-ahead Total Load Forecast [MW] - United Kingdom (UK)","Actual Total Load [MW] - United Kingdom (UK)"
"12.02.2016 18:30 - 12.02.2016 19:00","53026","54793"
"12.02.2016 19:00 - 12.02.2016 19:30","52793","54717"
"12.02.2016 19:30 - 12.02.2016 20:00","51995","54045"
"12.02.2016 20:00 - 12.02.2016 20:30","50450","52808"
"12.02.2016 20:30 - 12.02.2016 21:00","48937","51516"
"12.02.2016 21:00 - 12.02.2016 21:30","47306","50144"
"12.02.2016 21:30 - 12.02.2016 22:00","45435","48365"
"12.02.2016 22:00 - 12.02.2016 22:30","43532","46414"
"12.02.2016 22:30 - 12.02.2016 23:00","41524","44330"
"12.02.2016 23:00 - 12.02.2016 23:30","39707","42424"
"12.02.2016 23:30 - 13.02.2016 00:00","37937","41026"
"13.02.2016 00:00 - 13.02.2016 00:30","35914","39242"
"13.02.2016 00:30 - 13.02.2016 01:00","34651","38120"
"13.02.2016 01:00 - 13.02.2016 01:30","34276","38028"
"13.02.2016 01:30 - 13.02.2016 02:00","34254","37907"
"13.02.2016 02:00 - 13.02.2016 02:30","33510","36910"
"13.02.2016 02:30 - 13.02.2016 03:00","32684","35709"
"13.02.2016 03:00 - 13.02.2016 03:30","32252","34955"
"13.02.2016 03:30 - 13.02.2016 04:00","31876","34640"
"13.02.2016 04:00 - 13.02.2016 04:30","31013","33710"
"13.02.2016 04:30 - 13.02.2016 05:00","30349","32636"
"13.02.2016 05:00 - 13.02.2016 05:30","29960","31724"
"13.02.2016 05:30 - 13.02.2016 06:00","29716","31466"
"13.02.2016 06:00 - 13.02.2016 06:30","29777","31527"
"13.02.2016 06:30 - 13.02.2016 07:00","30807","31891"
"13.02.2016 07:00 - 13.02.2016 07:30","32189","34006"
"13.02.2016 07:30 - 13.02.2016 08:00","33635","36221"
"13.02.2016 08:00 - 13.02.2016 08:30","34980","38143"
"13.02.2016 08:30 - 13.02.2016 09:00","36810","39310"
"13.02.2016 09:00 - 13.02.2016 09:30","38977","41432"
"13.02.2016 09:30 - 13.02.2016 10:00","41057","41615"
"13.02.2016 10:00 - 13.02.2016 10:30","42087","45455"
"13.02.2016 10:30 - 13.02.2016 11:00","42796","46365"
"13.02.2016 11:00 - 13.02.2016 11:30","43010","46801"
"13.02.2016 11:30 - 13.02.2016 12:00","43665","47426"
"13.02.2016 12:00 - 13.02.2016 12:30","43563","47542"
"13.02.2016 12:30 - 13.02.2016 13:00","43692","47758"
"13.02.2016 13:00 - 13.02.2016 13:30","43567","47565"
"13.02.2016 13:30 - 13.02.2016 14:00","43192","47518"
"13.02.2016 14:00 - 13.02.2016 14:30","42753","47297"
"13.02.2016 14:30 - 13.02.2016 15:00","42352","46851"
"13.02.2016 15:00 - 13.02.2016 15:30","42208","46907"
"13.02.2016 15:30 - 13.02.2016 16:00","41771","46591"
"13.02.2016 16:00 - 13.02.2016 16:30","42051","46810"
"13.02.2016 16:30 - 13.02.2016 17:00","42162","46862"
"13.02.2016 17:00 - 13.02.2016 17:30","43397","47424"
"13.02.2016 17:30 - 13.02.2016 18:00","45127","48309"
"13.02.2016 18:00 - 13.02.2016 18:30","48242","50541"
"13.02.2016 18:30 - 13.02.2016 19:00","49687","52142"
"13.02.2016 19:00 - 13.02.2016 19:30","49174","51924"
"13.02.2016 19:30 - 13.02.2016 20:00","48142","51283"
"13.02.2016 20:00 - 13.02.2016 20:30","46477","50020"
"13.02.2016 20:30 - 13.02.2016 21:00","44739","48277"
"13.02.2016 21:00 - 13.02.2016 21:30","43235","47058"
"13.02.2016 21:30 - 13.02.2016 22:00","41552","45685"
"13.02.2016 22:00 - 13.02.2016 22:30","39804","44346"
"13.02.2016 22:30 - 13.02.2016 23:00","38109","42691"
"13.02.2016 23:00 - 13.02.2016 23:30","36814","41341"
"13.02.2016 23:30 - 14.02.2016 00:00","35420","40085"
"14.02.2016 00:00 - 14.02.2016 00:30","33931","38140"
"14.02.2016 00:30 - 14.02.2016 01:00","33694","37034"
"14.02.2016 01:00 - 14.02.2016 01:30","33854","36946"
"14.02.2016 01:30 - 14.02.2016 02:00","33679","36756"
"14.02.2016 02:00 - 14.02.2016 02:30","32770","35494"
"14.02.2016 02:30 - 14.02.2016 03:00","31740","34331"
"14.02.2016 03:00 - 14.02.2016 03:30","31093","33548"
"14.02.2016 03:30 - 14.02.2016 04:00","30600","33355"
"14.02.2016 04:00 - 14.02.2016 04:30","29909","32777"
"14.02.2016 04:30 - 14.02.2016 05:00","29275","32176"
"14.02.2016 05:00 - 14.02.2016 05:30","28868","31662"
"14.02.2016 05:30 - 14.02.2016 06:00","28777","31251"
"14.02.2016 06:00 - 14.02.2016 06:30","28939","31246"
"14.02.2016 06:30 - 14.02.2016 07:00","29719","31349"
"14.02.2016 07:00 - 14.02.2016 07:30","30676","32352"
"14.02.2016 07:30 - 14.02.2016 08:00","31854","32982"
"14.02.2016 08:00 - 14.02.2016 08:30","32728","33970"
"14.02.2016 08:30 - 14.02.2016 09:00","34076","34804"
"14.02.2016 09:00 - 14.02.2016 09:30","35924","37253"
"14.02.2016 09:30 - 14.02.2016 10:00","38060","39387"
"14.02.2016 10:00 - 14.02.2016 10:30","39173","40810"
"14.02.2016 10:30 - 14.02.2016 11:00","40503","42176"
"14.02.2016 11:00 - 14.02.2016 11:30","41121","42717"
"14.02.2016 11:30 - 14.02.2016 12:00","42046","43633"
"14.02.2016 12:00 - 14.02.2016 12:30","42328","43805"
"14.02.2016 12:30 - 14.02.2016 13:00","43126","44638"
"14.02.2016 13:00 - 14.02.2016 13:30","43485","44947"
"14.02.2016 13:30 - 14.02.2016 14:00","43112","45290"
"14.02.2016 14:00 - 14.02.2016 14:30","42649","45135"
"14.02.2016 14:30 - 14.02.2016 15:00","42821","44852"
"14.02.2016 15:00 - 14.02.2016 15:30","43080","45160"
"14.02.2016 15:30 - 14.02.2016 16:00","42899","44667"
"14.02.2016 16:00 - 14.02.2016 16:30","43525","44996"
"14.02.2016 16:30 - 14.02.2016 17:00","43830","44977"
"14.02.2016 17:00 - 14.02.2016 17:30","45192","46263"
"14.02.2016 17:30 - 14.02.2016 18:00","47068","47049"
"14.02.2016 18:00 - 14.02.2016 18:30","49475","49576"
"14.02.2016 18:30 - 14.02.2016 19:00","49819","51437"
"14.02.2016 19:00 - 14.02.2016 19:30","49368","51651"
"14.02.2016 19:30 - 14.02.2016 20:00","48413","50993"
"14.02.2016 20:00 - 14.02.2016 20:30","47053","49907"
"14.02.2016 20:30 - 14.02.2016 21:00","45634","48617"
"14.02.2016 21:00 - 14.02.2016 21:30","44264","47518"
"14.02.2016 21:30 - 14.02.2016 22:00","42770","46045"
"14.02.2016 22:00 - 14.02.2016 22:30","40795","44629"
"14.02.2016 22:30 - 14.02.2016 23:00","38730","43052"
"14.02.2016 23:00 - 14.02.2016 23:30","37021","41417"
"14.02.2016 23:30 - 15.02.2016 00:00","34982","39929"
"15.02.2016 00:00 - 15.02.2016 00:30","33006","37625"
"15.02.2016 00:30 - 15.02.2016 01:00","32626","36166"
"15.02.2016 01:00 - 15.02.2016 01:30","33013","36068"
"15.02.2016 01:30 - 15.02.2016 02:00","33283","35689"
"15.02.2016 02:00 - 15.02.2016 02:30","33178","35023"
"15.02.2016 02:30 - 15.02.2016 03:00","32482","34172"
"15.02.2016 03:00 - 15.02.2016 03:30","31870","33368"
"15.02.2016 03:30 - 15.02.2016 04:00","31646","33117"
"15.02.2016 04:00 - 15.02.2016 04:30","31280","32826"
"15.02.2016 04:30 - 15.02.2016 05:00","30912","31182"
"15.02.2016 05:00 - 15.02.2016 05:30","30777","31966"
"15.02.2016 05:30 - 15.02.2016 06:00","30854","31982"
"15.02.2016 06:00 - 15.02.2016 06:30","31521","32914"
"15.02.2016 06:30 - 15.02.2016 07:00","32676","35084"
"15.02.2016 07:00 - 15.02.2016 07:30","35809","39500"
"15.02.2016 07:30 - 15.02.2016 08:00","38616","42679"
"15.02.2016 08:00 - 15.02.2016 08:30","41607","45426"
"15.02.2016 08:30 - 15.02.2016 09:00","43376","47264"
"15.02.2016 09:00 - 15.02.2016 09:30","45673","49000"
"15.02.2016 09:30 - 15.02.2016 10:00","47275","50924"
"15.02.2016 10:00 - 15.02.2016 10:30","48329","51334"
"15.02.2016 10:30 - 15.02.2016 11:00","49022","51952"
"15.02.2016 11:00 - 15.02.2016 11:30","49275","51388"
"15.02.2016 11:30 - 15.02.2016 12:00","49229","51759"
"15.02.2016 12:00 - 15.02.2016 12:30","49410","51348"
"15.02.2016 12:30 - 15.02.2016 13:00","49437","51409"
"15.02.2016 13:00 - 15.02.2016 13:30","49427","51395"
"15.02.2016 13:30 - 15.02.2016 14:00","49254","51265"
"15.02.2016 14:00 - 15.02.2016 14:30","48917","51091"
"15.02.2016 14:30 - 15.02.2016 15:00","48546","51059"
"15.02.2016 15:00 - 15.02.2016 15:30","48371","51141"
"15.02.2016 15:30 - 15.02.2016 16:00","48226","51074"
"15.02.2016 16:00 - 15.02.2016 16:30","48048","51134"
"15.02.2016 16:30 - 15.02.2016 17:00","47991","51280"
"15.02.2016 17:00 - 15.02.2016 17:30","48674","51569"
"15.02.2016 17:30 - 15.02.2016 18:00","50005","52289"
"15.02.2016 18:00 - 15.02.2016 18:30","51866","52110"
"15.02.2016 18:30 - 15.02.2016 19:00","54474","53292"
"15.02.2016 19:00 - 15.02.2016 19:30","55455","54766"
"15.02.2016 19:30 - 15.02.2016 20:00","54584","55258"
"15.02.2016 20:00 - 15.02.2016 20:30","53493","55036"
"15.02.2016 20:30 - 15.02.2016 21:00","52073","54593"
"15.02.2016 21:00 - 15.02.2016 21:30","50393","53795"
"15.02.2016 21:30 - 15.02.2016 22:00","48428","52624"
"15.02.2016 22:00 - 15.02.2016 22:30","46225","50935"
"15.02.2016 22:30 - 15.02.2016 23:00","43974","49136"
"15.02.2016 23:00 - 15.02.2016 23:30","41618","46709"
"15.02.2016 23:30 - 16.02.2016 00:00","39179","44342"
"16.02.2016 00:00 - 16.02.2016 00:30","36620","42449"
"16.02.2016 00:30 - 16.02.2016 01:00","35051","40301"
"16.02.2016 01:00 - 16.02.2016 01:30","34093","38848"
"16.02.2016 01:30 - 16.02.2016 02:00","34378","38349"
"16.02.2016 02:00 - 16.02.2016 02:30","34219","38537"
"16.02.2016 02:30 - 16.02.2016 03:00","33917","37668"
"16.02.2016 03:00 - 16.02.2016 03:30","33991","36634"
"16.02.2016 03:30 - 16.02.2016 04:00","33981","35919"
"16.02.2016 04:00 - 16.02.2016 04:30","33450","35809"
"16.02.2016 04:30 - 16.02.2016 05:00","32975","33211"
"16.02.2016 05:00 - 16.02.2016 05:30","32724","34769"
"16.02.2016 05:30 - 16.02.2016 06:00","32938","32867"
"16.02.2016 06:00 - 16.02.2016 06:30","33744","32895"
"16.02.2016 06:30 - 16.02.2016 07:00","35897","34752"
"16.02.2016 07:00 - 16.02.2016 07:30","39018","35936"
"16.02.2016 07:30 - 16.02.2016 08:00","41985","40309"
"16.02.2016 08:00 - 16.02.2016 08:30","44238","43581"
"16.02.2016 08:30 - 16.02.2016 09:00","45837","44863"
"16.02.2016 09:00 - 16.02.2016 09:30","47613","47430"
"16.02.2016 09:30 - 16.02.2016 10:00","48454","50520"
"16.02.2016 10:00 - 16.02.2016 10:30","48855","51472"
"16.02.2016 10:30 - 16.02.2016 11:00","49154","52304"
"16.02.2016 11:00 - 16.02.2016 11:30","49228","48499"
"16.02.2016 11:30 - 16.02.2016 12:00","49358","48419"
"16.02.2016 12:00 - 16.02.2016 12:30","49324","52890"
"16.02.2016 12:30 - 16.02.2016 13:00","49362","51884"
"16.02.2016 13:00 - 16.02.2016 13:30","49278","51676"
"16.02.2016 13:30 - 16.02.2016 14:00","49142","50965"
"16.02.2016 14:00 - 16.02.2016 14:30","48787","50582"
"16.02.2016 14:30 - 16.02.2016 15:00","48613","50392"
"16.02.2016 15:00 - 16.02.2016 15:30","48441","50431"
"16.02.2016 15:30 - 16.02.2016 16:00","48479","50665"
"16.02.2016 16:00 - 16.02.2016 16:30","48551","50921"
"16.02.2016 16:30 - 16.02.2016 17:00","48793","50894"
"16.02.2016 17:00 - 16.02.2016 17:30","49424","50865"
"16.02.2016 17:30 - 16.02.2016 18:00","50657","51932"
"16.02.2016 18:00 - 16.02.2016 18:30","53022","53842"
"16.02.2016 18:30 - 16.02.2016 19:00","55009","55241"
"16.02.2016 19:00 - 16.02.2016 19:30","55294","55419"
"16.02.2016 19:30 - 16.02.2016 20:00","54211","54622"
"16.02.2016 20:00 - 16.02.2016 20:30","52472","53695"
"16.02.2016 20:30 - 16.02.2016 21:00","50729","52349"
"16.02.2016 21:00 - 16.02.2016 21:30","49184","50850"
"16.02.2016 21:30 - 16.02.2016 22:00","47249","49033"
"16.02.2016 22:00 - 16.02.2016 22:30","44856","46892"
"16.02.2016 22:30 - 16.02.2016 23:00","42352","44606"
"16.02.2016 23:00 - 16.02.2016 23:30","40051","42640"
"16.02.2016 23:30 - 17.02.2016 00:00","37657","40555"
"17.02.2016 00:00 - 17.02.2016 00:30","35487","37981"
"17.02.2016 00:30 - 17.02.2016 01:00","34579","36325"
"17.02.2016 01:00 - 17.02.2016 01:30","34659","36318"
"17.02.2016 01:30 - 17.02.2016 02:00","34720","36246"
"17.02.2016 02:00 - 17.02.2016 02:30","34247","35846"
"17.02.2016 02:30 - 17.02.2016 03:00","33593","34962"
"17.02.2016 03:00 - 17.02.2016 03:30","33431","34419"
"17.02.2016 03:30 - 17.02.2016 04:00","33328","34299"
"17.02.2016 04:00 - 17.02.2016 04:30","32722","34015"
"17.02.2016 04:30 - 17.02.2016 05:00","32173","33392"
"17.02.2016 05:00 - 17.02.2016 05:30","32121","32829"
"17.02.2016 05:30 - 17.02.2016 06:00","32376","32808"
"17.02.2016 06:00 - 17.02.2016 06:30","32940","33381"
"17.02.2016 06:30 - 17.02.2016 07:00","34860","34895"
"17.02.2016 07:00 - 17.02.2016 07:30","37789","38835"
"17.02.2016 07:30 - 17.02.2016 08:00","40773","41810"
"17.02.2016 08:00 - 17.02.2016 08:30","43119","43084"
"17.02.2016 08:30 - 17.02.2016 09:00","45011","44611"
"17.02.2016 09:00 - 17.02.2016 09:30","46918","47390"
"17.02.2016 09:30 - 17.02.2016 10:00","48313","48963"
"17.02.2016 10:00 - 17.02.2016 10:30","49111","51792"
"17.02.2016 10:30 - 17.02.2016 11:00","49343","52306"
"17.02.2016 11:00 - 17.02.2016 11:30","49760","52366"
"17.02.2016 11:30 - 17.02.2016 12:00","50076","52518"
"17.02.2016 12:00 - 17.02.2016 12:30","50202","52883"
"17.02.2016 12:30 - 17.02.2016 13:00","50314","53127"
"17.02.2016 13:00 - 17.02.2016 13:30","50269","53494"
"17.02.2016 13:30 - 17.02.2016 14:00","50150","53418"
"17.02.2016 14:00 - 17.02.2016 14:30","49826","53315"
"17.02.2016 14:30 - 17.02.2016 15:00","49612","53373"
"17.02.2016 15:00 - 17.02.2016 15:30","49332","53472"
"17.02.2016 15:30 - 17.02.2016 16:00","49080","53348"
"17.02.2016 16:00 - 17.02.2016 16:30","49139","52863"
"17.02.2016 16:30 - 17.02.2016 17:00","49377","52919"
"17.02.2016 17:00 - 17.02.2016 17:30","50034","52850"
"17.02.2016 17:30 - 17.02.2016 18:00","51247","53619"
"17.02.2016 18:00 - 17.02.2016 18:30","53090","54585"
"17.02.2016 18:30 - 17.02.2016 19:00","54719","54670"
"17.02.2016 19:00 - 17.02.2016 19:30","55008","54790"
"17.02.2016 19:30 - 17.02.2016 20:00","53993","54517"
"17.02.2016 20:00 - 17.02.2016 20:30","52494","54692"
"17.02.2016 20:30 - 17.02.2016 21:00","50992","53555"
"17.02.2016 21:00 - 17.02.2016 21:30","49253","52245"
"17.02.2016 21:30 - 17.02.2016 22:00","47270","50574"
"17.02.2016 22:00 - 17.02.2016 22:30","45103","48724"
"17.02.2016 22:30 - 17.02.2016 23:00","42731","46586"
"17.02.2016 23:00 - 17.02.2016 23:30","40610","44323"
"17.02.2016 23:30 - 18.02.2016 00:00","38099","42350"
"18.02.2016 00:00 - 18.02.2016 00:30","35793","40107"
"18.02.2016 00:30 - 18.02.2016 01:00","34988","37992"
"18.02.2016 01:00 - 18.02.2016 01:30","34504","37904"
"18.02.2016 01:30 - 18.02.2016 02:00","34533","38094"
"18.02.2016 02:00 - 18.02.2016 02:30","34127","37442"
"18.02.2016 02:30 - 18.02.2016 03:00","33580","36764"
"18.02.2016 03:00 - 18.02.2016 03:30","33499","36162"
"18.02.2016 03:30 - 18.02.2016 04:00","33259","35956"
"18.02.2016 04:00 - 18.02.2016 04:30","32478","35433"
"18.02.2016 04:30 - 18.02.2016 05:00","31806","34697"
"18.02.2016 05:00 - 18.02.2016 05:30","31600","34130"
"18.02.2016 05:30 - 18.02.2016 06:00","31976","34127"
"18.02.2016 06:00 - 18.02.2016 06:30","32714","34817"
"18.02.2016 06:30 - 18.02.2016 07:00","34900","36528"
"18.02.2016 07:00 - 18.02.2016 07:30","38029","39886"
"18.02.2016 07:30 - 18.02.2016 08:00","41069","42747"
"18.02.2016 08:00 - 18.02.2016 08:30","43375","44567"
"18.02.2016 08:30 - 18.02.2016 09:00","44996","46109"
"18.02.2016 09:00 - 18.02.2016 09:30","46707","49430"
"18.02.2016 09:30 - 18.02.2016 10:00","47960","50468"
"18.02.2016 10:00 - 18.02.2016 10:30","48805","51040"
"18.02.2016 10:30 - 18.02.2016 11:00","49022","50905"
"18.02.2016 11:00 - 18.02.2016 11:30","48905","50691"
"18.02.2016 11:30 - 18.02.2016 12:00","49039","50539"
"18.02.2016 12:00 - 18.02.2016 12:30","49079","49664"
"18.02.2016 12:30 - 18.02.2016 13:00","48951","49746"
"18.02.2016 13:00 - 18.02.2016 13:30","48583","49411"
"18.02.2016 13:30 - 18.02.2016 14:00","48211","49214"
"18.02.2016 14:00 - 18.02.2016 14:30","47863","48817"
"18.02.2016 14:30 - 18.02.2016 15:00","47681","48429"
"18.02.2016 15:00 - 18.02.2016 15:30","47663","48344"
"18.02.2016 15:30 - 18.02.2016 16:00","48069","48213"
"18.02.2016 16:00 - 18.02.2016 16:30","48204","48632"
"18.02.2016 16:30 - 18.02.2016 17:00","48497","48920"
"18.02.2016 17:00 - 18.02.2016 17:30","49512","48339"
"18.02.2016 17:30 - 18.02.2016 18:00","51236","49606"
"18.02.2016 18:00 - 18.02.2016 18:30","53278","51817"
"18.02.2016 18:30 - 18.02.2016 19:00","54267","53770"
"18.02.2016 19:00 - 18.02.2016 19:30","54122","55314"
"18.02.2016 19:30 - 18.02.2016 20:00","53324","54789"
"18.02.2016 20:00 - 18.02.2016 20:30","52106","54078"
"18.02.2016 20:30 - 18.02.2016 21:00","50648","53001"
"18.02.2016 21:00 - 18.02.2016 21:30","48971","51707"
"18.02.2016 21:30 - 18.02.2016 22:00","46913","50259"
"18.02.2016 22:00 - 18.02.2016 22:30","44502","48413"
"18.02.2016 22:30 - 18.02.2016 23:00","42153","46235"
"18.02.2016 23:00 - 18.02.2016 23:30","39992","43983"
"18.02.2016 23:30 - 19.02.2016 00:00","37635","41991"
"19.02.2016 00:00 - 19.02.2016 00:30","35704","39932"
"19.02.2016 00:30 - 19.02.2016 01:00","34387","38633"
"19.02.2016 01:00 - 19.02.2016 01:30","33435","38541"
"19.02.2016 01:30 - 19.02.2016 02:00","33316","38050"
"19.02.2016 02:00 - 19.02.2016 02:30","33167","37387"
"19.02.2016 02:30 - 19.02.2016 03:00","32856","36458"
"19.02.2016 03:00 - 19.02.2016 03:30","32785","35429"
"19.02.2016 03:30 - 19.02.2016 04:00","32713","35432"
"19.02.2016 04:00 - 19.02.2016 04:30","32311","34931"
"19.02.2016 04:30 - 19.02.2016 05:00","32099","34199"
"19.02.2016 05:00 - 19.02.2016 05:30","32136","33813"
"19.02.2016 05:30 - 19.02.2016 06:00","32359","34036"
"19.02.2016 06:00 - 19.02.2016 06:30","33183","34786"
"19.02.2016 06:30 - 19.02.2016 07:00","35388","36245"
"19.02.2016 07:00 - 19.02.2016 07:30","38458","39712"
"19.02.2016 07:30 - 19.02.2016 08:00","41264","42856"
"19.02.2016 08:00 - 19.02.2016 08:30","43179","44907"
"19.02.2016 08:30 - 19.02.2016 09:00","44839","46329"
"19.02.2016 09:00 - 19.02.2016 09:30","46678","48162"
"19.02.2016 09:30 - 19.02.2016 10:00","48005","49178"
"19.02.2016 10:00 - 19.02.2016 10:30","48791","50633"
"19.02.2016 10:30 - 19.02.2016 11:00","48882","50444"
"19.02.2016 11:00 - 19.02.2016 11:30","48976","50186"
"19.02.2016 11:30 - 19.02.2016 12:00","49238","49930"
"19.02.2016 12:00 - 19.02.2016 12:30","49427","49371"
"19.02.2016 12:30 - 19.02.2016 13:00","49682","49285"
"19.02.2016 13:00 - 19.02.2016 13:30","49689","49349"
"19.02.2016 13:30 - 19.02.2016 14:00","49392","49061"
"19.02.2016 14:00 - 19.02.2016 14:30","48891","48954"
"19.02.2016 14:30 - 19.02.2016 15:00","48717","48775"
"19.02.2016 15:00 - 19.02.2016 15:30","48351","49008"
"19.02.2016 15:30 - 19.02.2016 16:00","47878","48902"
"19.02.2016 16:00 - 19.02.2016 16:30","47781","48822"
"19.02.2016 16:30 - 19.02.2016 17:00","47802","48908"
"19.02.2016 17:00 - 19.02.2016 17:30","48182","49442"
"19.02.2016 17:30 - 19.02.2016 18:00","49205","50410"
"19.02.2016 18:00 - 19.02.2016 18:30","51096","51762"
"19.02.2016 18:30 - 19.02.2016 19:00","52726","53365"
"19.02.2016 19:00 - 19.02.2016 19:30","52770","53578"
"19.02.2016 19:30 - 19.02.2016 20:00","51548","52436"
"19.02.2016 20:00 - 19.02.2016 20:30","49895","50905"
"19.02.2016 20:30 - 19.02.2016 21:00","48061","49438"
"19.02.2016 21:00 - 19.02.2016 21:30","46059","48004"
"19.02.2016 21:30 - 19.02.2016 22:00","44361","46294"
"19.02.2016 22:00 - 19.02.2016 22:30","42603","44549"
"19.02.2016 22:30 - 19.02.2016 23:00","40500","42561"
"19.02.2016 23:00 - 19.02.2016 23:30","38644","40971"
"19.02.2016 23:30 - 20.02.2016 00:00","36767","39263"
"20.02.2016 00:00 - 20.02.2016 00:30","35090","36966"
"20.02.2016 00:30 - 20.02.2016 01:00","33639","35838"
"20.02.2016 01:00 - 20.02.2016 01:30","33269","35814"
"20.02.2016 01:30 - 20.02.2016 02:00","33171","35245"
"20.02.2016 02:00 - 20.02.2016 02:30","32313","34224"
"20.02.2016 02:30 - 20.02.2016 03:00","31400","32790"
"20.02.2016 03:00 - 20.02.2016 03:30","30861","31806"
"20.02.2016 03:30 - 20.02.2016 04:00","30467","31561"
"20.02.2016 04:00 - 20.02.2016 04:30","29656","30914"
"20.02.2016 04:30 - 20.02.2016 05:00","28841","30060"
"20.02.2016 05:00 - 20.02.2016 05:30","28315","29430"
"20.02.2016 05:30 - 20.02.2016 06:00","28158","29143"
"20.02.2016 06:00 - 20.02.2016 06:30","28460","29220"
"20.02.2016 06:30 - 20.02.2016 07:00","29505","29802"
"20.02.2016 07:00 - 20.02.2016 07:30","30683","31449"
"20.02.2016 07:30 - 20.02.2016 08:00","31716","33896"
"20.02.2016 08:00 - 20.02.2016 08:30","33053","36336"
"20.02.2016 08:30 - 20.02.2016 09:00","34976","37445"
"20.02.2016 09:00 - 20.02.2016 09:30","37191","39383"
"20.02.2016 09:30 - 20.02.2016 10:00","38952","41153"
"20.02.2016 10:00 - 20.02.2016 10:30","40465","42844"
"20.02.2016 10:30 - 20.02.2016 11:00","41114","43559"
"20.02.2016 11:00 - 20.02.2016 11:30","41370","44281"
"20.02.2016 11:30 - 20.02.2016 12:00","41659","44636"
"20.02.2016 12:00 - 20.02.2016 12:30","42050","44816"
"20.02.2016 12:30 - 20.02.2016 13:00","42252","45176"
"20.02.2016 13:00 - 20.02.2016 13:30","42059","45552"
"20.02.2016 13:30 - 20.02.2016 14:00","41840","45587"
"20.02.2016 14:00 - 20.02.2016 14:30","41413","45354"
"20.02.2016 14:30 - 20.02.2016 15:00","41145","45076"
"20.02.2016 15:00 - 20.02.2016 15:30","40895","44843"
"20.02.2016 15:30 - 20.02.2016 16:00","40601","44439"
"20.02.2016 16:00 - 20.02.2016 16:30","40610","44140"
"20.02.2016 16:30 - 20.02.2016 17:00","40932","44014"
"20.02.2016 17:00 - 20.02.2016 17:30","41729","44381"
"20.02.2016 17:30 - 20.02.2016 18:00","43079","45262"
"20.02.2016 18:00 - 20.02.2016 18:30","45035","47235"
"20.02.2016 18:30 - 20.02.2016 19:00","46692","48891"
"20.02.2016 19:00 - 20.02.2016 19:30","46756","49209"
"20.02.2016 19:30 - 20.02.2016 20:00","45608","48280"
"20.02.2016 20:00 - 20.02.2016 20:30","43961","46965"
"20.02.2016 20:30 - 20.02.2016 21:00","42370","45272"
"20.02.2016 21:00 - 20.02.2016 21:30","40723","44045"
"20.02.2016 21:30 - 20.02.2016 22:00","39145","42733"
"20.02.2016 22:00 - 20.02.2016 22:30","37741","41455"
"20.02.2016 22:30 - 20.02.2016 23:00","36242","40224"
"20.02.2016 23:00 - 20.02.2016 23:30","34958","38744"
"20.02.2016 23:30 - 21.02.2016 00:00","33650","37850"
"21.02.2016 00:00 - 21.02.2016 00:30","32006","35568"
"21.02.2016 00:30 - 21.02.2016 01:00","31320","34389"
"21.02.2016 01:00 - 21.02.2016 01:30","30907","34399"
"21.02.2016 01:30 - 21.02.2016 02:00","30725","33710"
"21.02.2016 02:00 - 21.02.2016 02:30","29921","32837"
"21.02.2016 02:30 - 21.02.2016 03:00","28929","31863"
"21.02.2016 03:00 - 21.02.2016 03:30","28416","30773"
"21.02.2016 03:30 - 21.02.2016 04:00","28006","30320"
"21.02.2016 04:00 - 21.02.2016 04:30","27039","29300"
"21.02.2016 04:30 - 21.02.2016 05:00","26220","28627"
"21.02.2016 05:00 - 21.02.2016 05:30","25815","28139"
"21.02.2016 05:30 - 21.02.2016 06:00","25601","27935"
"21.02.2016 06:00 - 21.02.2016 06:30","25672","28022"
"21.02.2016 06:30 - 21.02.2016 07:00","26238","28127"
"21.02.2016 07:00 - 21.02.2016 07:30","27072","28818"
"21.02.2016 07:30 - 21.02.2016 08:00","27727","29625"
"21.02.2016 08:00 - 21.02.2016 08:30","28262","31019"
"21.02.2016 08:30 - 21.02.2016 09:00","29329","N/A"
"21.02.2016 09:00 - 21.02.2016 09:30","31119","34916"
"21.02.2016 09:30 - 21.02.2016 10:00","32919","36782"
"21.02.2016 10:00 - 21.02.2016 10:30","34645","38595"
"21.02.2016 10:30 - 21.02.2016 11:00","36077","40015"
"21.02.2016 11:00 - 21.02.2016 11:30","37159","41359"
"21.02.2016 11:30 - 21.02.2016 12:00","37825","42058"
"21.02.2016 12:00 - 21.02.2016 12:30","38433","42549"
"21.02.2016 12:30 - 21.02.2016 13:00","39063","43029"
"21.02.2016 13:00 - 21.02.2016 13:30","39564","43643"
"21.02.2016 13:30 - 21.02.2016 14:00","39642","43863"
"21.02.2016 14:00 - 21.02.2016 14:30","39267","43687"
"21.02.2016 14:30 - 21.02.2016 15:00","39004","43339"
"21.02.2016 15:00 - 21.02.2016 15:30","38811","43183"
"21.02.2016 15:30 - 21.02.2016 16:00","38737","43006"
"21.02.2016 16:00 - 21.02.2016 16:30","38984","43183"
"21.02.2016 16:30 - 21.02.2016 17:00","39591","43568"
"21.02.2016 17:00 - 21.02.2016 17:30","40339","44049"
"21.02.2016 17:30 - 21.02.2016 18:00","41554","45170"
"21.02.2016 18:00 - 21.02.2016 18:30","43713","46800"
"21.02.2016 18:30 - 21.02.2016 19:00","45580","48510"
"21.02.2016 19:00 - 21.02.2016 19:30","45618","49231"
"21.02.2016 19:30 - 21.02.2016 20:00","44509","48389"
