"Time (CET)","Day-ahead Total Load Forecast [MW] - United Kingdom (UK)","Actual Total Load [MW] - United Kingdom (UK)"
"25.06.2016 23:30 - 26.06.2016 00:00","28979","32681"
"26.06.2016 00:00 - 26.06.2016 00:30","27628","30538"
"26.06.2016 00:30 - 26.06.2016 01:00","26491","29163"
"26.06.2016 01:00 - 26.06.2016 01:30","25349","27813"
"26.06.2016 01:30 - 26.06.2016 02:00","24470","26539"
"26.06.2016 02:00 - 26.06.2016 02:30","23870","26513"
"26.06.2016 02:30 - 26.06.2016 03:00","23458","25366"
"26.06.2016 03:00 - 26.06.2016 03:30","22920","24898"
"26.06.2016 03:30 - 26.06.2016 04:00","22516","24057"
"26.06.2016 04:00 - 26.06.2016 04:30","22319","23190"
"26.06.2016 04:30 - 26.06.2016 05:00","22005","22933"
"26.06.2016 05:00 - 26.06.2016 05:30","21490","22476"
"26.06.2016 05:30 - 26.06.2016 06:00","21112","21964"
"26.06.2016 06:00 - 26.06.2016 06:30","21120","21831"
"26.06.2016 06:30 - 26.06.2016 07:00","21493","22101"
"26.06.2016 07:00 - 26.06.2016 07:30","22207","22847"
"26.06.2016 07:30 - 26.06.2016 08:00","23054","24041"
"26.06.2016 08:00 - 26.06.2016 08:30","24313","25138"
"26.06.2016 08:30 - 26.06.2016 09:00","25919","27197"
"26.06.2016 09:00 - 26.06.2016 09:30","27539","29958"
"26.06.2016 09:30 - 26.06.2016 10:00","28983","31978"
"26.06.2016 10:00 - 26.06.2016 10:30","30566","33211"
"26.06.2016 10:30 - 26.06.2016 11:00","31869","33750"
"26.06.2016 11:00 - 26.06.2016 11:30","32798","35893"
"26.06.2016 11:30 - 26.06.2016 12:00","33448","37026"
"26.06.2016 12:00 - 26.06.2016 12:30","33966","37095"
"26.06.2016 12:30 - 26.06.2016 13:00","34411","37604"
"26.06.2016 13:00 - 26.06.2016 13:30","34502","37644"
"26.06.2016 13:30 - 26.06.2016 14:00","34314","37915"
"26.06.2016 14:00 - 26.06.2016 14:30","33864","37491"
"26.06.2016 14:30 - 26.06.2016 15:00","33502","37171"
"26.06.2016 15:00 - 26.06.2016 15:30","33261","36977"
"26.06.2016 15:30 - 26.06.2016 16:00","33179","36582"
"26.06.2016 16:00 - 26.06.2016 16:30","33214","36901"
"26.06.2016 16:30 - 26.06.2016 17:00","33541","36672"
"26.06.2016 17:00 - 26.06.2016 17:30","33956","37832"
"26.06.2016 17:30 - 26.06.2016 18:00","34272","38325"
"26.06.2016 18:00 - 26.06.2016 18:30","34475","39110"
"26.06.2016 18:30 - 26.06.2016 19:00","34513","38709"
"26.06.2016 19:00 - 26.06.2016 19:30","34616","38828"
"26.06.2016 19:30 - 26.06.2016 20:00","34465","38016"
"26.06.2016 20:00 - 26.06.2016 20:30","34177","37820"
"26.06.2016 20:30 - 26.06.2016 21:00","33992","37228"
"26.06.2016 21:00 - 26.06.2016 21:30","33850","36818"
"26.06.2016 21:30 - 26.06.2016 22:00","32956","36272"
"26.06.2016 22:00 - 26.06.2016 22:30","31934","35923"
"26.06.2016 22:30 - 26.06.2016 23:00","31395","35327"
"26.06.2016 23:00 - 26.06.2016 23:30","30228","34485"
"26.06.2016 23:30 - 27.06.2016 00:00","28517","32858"
"27.06.2016 00:00 - 27.06.2016 00:30","26852","30093"
"27.06.2016 00:30 - 27.06.2016 01:00","25522","28444"
"27.06.2016 01:00 - 27.06.2016 01:30","24568","25672"
"27.06.2016 01:30 - 27.06.2016 02:00","24053","24282"
"27.06.2016 02:00 - 27.06.2016 02:30","23805","24188"
"27.06.2016 02:30 - 27.06.2016 03:00","23562","23385"
"27.06.2016 03:00 - 27.06.2016 03:30","23123","22603"
"27.06.2016 03:30 - 27.06.2016 04:00","22880","22127"
"27.06.2016 04:00 - 27.06.2016 04:30","22801","21657"
"27.06.2016 04:30 - 27.06.2016 05:00","22646","21700"
"27.06.2016 05:00 - 27.06.2016 05:30","22201","21655"
"27.06.2016 05:30 - 27.06.2016 06:00","22338","21643"
"27.06.2016 06:00 - 27.06.2016 06:30","23069","22877"
"27.06.2016 06:30 - 27.06.2016 07:00","25123","24644"
"27.06.2016 07:00 - 27.06.2016 07:30","27777","28632"
"27.06.2016 07:30 - 27.06.2016 08:00","31200","31704"
"27.06.2016 08:00 - 27.06.2016 08:30","33772","35407"
"27.06.2016 08:30 - 27.06.2016 09:00","36000","37940"
"27.06.2016 09:00 - 27.06.2016 09:30","36669","39005"
"27.06.2016 09:30 - 27.06.2016 10:00","38115","40074"
"27.06.2016 10:00 - 27.06.2016 10:30","38305","40379"
"27.06.2016 10:30 - 27.06.2016 11:00","39512","41438"
"27.06.2016 11:00 - 27.06.2016 11:30","39448","40875"
"27.06.2016 11:30 - 27.06.2016 12:00","40082","41223"
"27.06.2016 12:00 - 27.06.2016 12:30","39974","41349"
"27.06.2016 12:30 - 27.06.2016 13:00","40327","41461"
"27.06.2016 13:00 - 27.06.2016 13:30","40259","41638"
"27.06.2016 13:30 - 27.06.2016 14:00","40120","41404"
"27.06.2016 14:00 - 27.06.2016 14:30","39792","40893"
"27.06.2016 14:30 - 27.06.2016 15:00","39670","40541"
"27.06.2016 15:00 - 27.06.2016 15:30","39535","40346"
"27.06.2016 15:30 - 27.06.2016 16:00","39086","40035"
"27.06.2016 16:00 - 27.06.2016 16:30","39305","40023"
"27.06.2016 16:30 - 27.06.2016 17:00","39548","40448"
"27.06.2016 17:00 - 27.06.2016 17:30","40426","41540"
"27.06.2016 17:30 - 27.06.2016 18:00","40258","42454"
"27.06.2016 18:00 - 27.06.2016 18:30","40755","42641"
"27.06.2016 18:30 - 27.06.2016 19:00","39861","42426"
"27.06.2016 19:00 - 27.06.2016 19:30","39833","42061"
"27.06.2016 19:30 - 27.06.2016 20:00","38843","41484"
"27.06.2016 20:00 - 27.06.2016 20:30","38779","41237"
"27.06.2016 20:30 - 27.06.2016 21:00","37649","40375"
"27.06.2016 21:00 - 27.06.2016 21:30","37405","38881"
"27.06.2016 21:30 - 27.06.2016 22:00","35583","37966"
"27.06.2016 22:00 - 27.06.2016 22:30","34739","37358"
"27.06.2016 22:30 - 27.06.2016 23:00","34193","36356"
"27.06.2016 23:00 - 27.06.2016 23:30","33261","36223"
"27.06.2016 23:30 - 28.06.2016 00:00","31174","34627"
"28.06.2016 00:00 - 28.06.2016 00:30","29025","32326"
"28.06.2016 00:30 - 28.06.2016 01:00","27323","30456"
"28.06.2016 01:00 - 28.06.2016 01:30","26342","28542"
"28.06.2016 01:30 - 28.06.2016 02:00","25811","27169"
"28.06.2016 02:00 - 28.06.2016 02:30","25576","27104"
"28.06.2016 02:30 - 28.06.2016 03:00","25252","25674"
"28.06.2016 03:00 - 28.06.2016 03:30","24619","25730"
"28.06.2016 03:30 - 28.06.2016 04:00","24189","25254"
"28.06.2016 04:00 - 28.06.2016 04:30","23945","24624"
"28.06.2016 04:30 - 28.06.2016 05:00","23784","24531"
"28.06.2016 05:00 - 28.06.2016 05:30","23273","24468"
"28.06.2016 05:30 - 28.06.2016 06:00","23175","24252"
"28.06.2016 06:00 - 28.06.2016 06:30","24037","24861"
"28.06.2016 06:30 - 28.06.2016 07:00","25944","26165"
"28.06.2016 07:00 - 28.06.2016 07:30","28780","30134"
"28.06.2016 07:30 - 28.06.2016 08:00","32077","33220"
"28.06.2016 08:00 - 28.06.2016 08:30","35076","36142"
"28.06.2016 08:30 - 28.06.2016 09:00","36820","38200"
"28.06.2016 09:00 - 28.06.2016 09:30","37772","40277"
"28.06.2016 09:30 - 28.06.2016 10:00","38311","40450"
"28.06.2016 10:00 - 28.06.2016 10:30","38887","41038"
"28.06.2016 10:30 - 28.06.2016 11:00","39340","41464"
"28.06.2016 11:00 - 28.06.2016 11:30","39808","41639"
"28.06.2016 11:30 - 28.06.2016 12:00","40481","41826"
"28.06.2016 12:00 - 28.06.2016 12:30","40840","41986"
"28.06.2016 12:30 - 28.06.2016 13:00","40876","42203"
"28.06.2016 13:00 - 28.06.2016 13:30","40717","42207"
"28.06.2016 13:30 - 28.06.2016 14:00","40360","41986"
"28.06.2016 14:00 - 28.06.2016 14:30","40051","41282"
"28.06.2016 14:30 - 28.06.2016 15:00","39941","41284"
"28.06.2016 15:00 - 28.06.2016 15:30","39798","41406"
"28.06.2016 15:30 - 28.06.2016 16:00","39516","41113"
"28.06.2016 16:00 - 28.06.2016 16:30","39694","41356"
"28.06.2016 16:30 - 28.06.2016 17:00","40295","41964"
"28.06.2016 17:00 - 28.06.2016 17:30","40985","43262"
"28.06.2016 17:30 - 28.06.2016 18:00","41611","44059"
"28.06.2016 18:00 - 28.06.2016 18:30","41621","44409"
"28.06.2016 18:30 - 28.06.2016 19:00","41049","44252"
"28.06.2016 19:00 - 28.06.2016 19:30","40415","43810"
"28.06.2016 19:30 - 28.06.2016 20:00","40004","43419"
"28.06.2016 20:00 - 28.06.2016 20:30","39430","42508"
"28.06.2016 20:30 - 28.06.2016 21:00","38560","41625"
"28.06.2016 21:00 - 28.06.2016 21:30","37533","40826"
"28.06.2016 21:30 - 28.06.2016 22:00","36868","39758"
"28.06.2016 22:00 - 28.06.2016 22:30","36143","39064"
"28.06.2016 22:30 - 28.06.2016 23:00","35247","38110"
"28.06.2016 23:00 - 28.06.2016 23:30","33925","36993"
"28.06.2016 23:30 - 29.06.2016 00:00","31633","35166"
"29.06.2016 00:00 - 29.06.2016 00:30","29295","32818"
"29.06.2016 00:30 - 29.06.2016 01:00","27417","30989"
"29.06.2016 01:00 - 29.06.2016 01:30","26208","28923"
"29.06.2016 01:30 - 29.06.2016 02:00","25643","27278"
"29.06.2016 02:00 - 29.06.2016 02:30","25191","27167"
"29.06.2016 02:30 - 29.06.2016 03:00","24895","26202"
"29.06.2016 03:00 - 29.06.2016 03:30","24517","25999"
"29.06.2016 03:30 - 29.06.2016 04:00","24296","25470"
"29.06.2016 04:00 - 29.06.2016 04:30","24272","25099"
"29.06.2016 04:30 - 29.06.2016 05:00","24312","24863"
"29.06.2016 05:00 - 29.06.2016 05:30","24041","24776"
"29.06.2016 05:30 - 29.06.2016 06:00","23994","24514"
"29.06.2016 06:00 - 29.06.2016 06:30","24683","25067"
"29.06.2016 06:30 - 29.06.2016 07:00","26506","26384"
"29.06.2016 07:00 - 29.06.2016 07:30","29249","30627"
"29.06.2016 07:30 - 29.06.2016 08:00","32448","33665"
"29.06.2016 08:00 - 29.06.2016 08:30","35343","37041"
"29.06.2016 08:30 - 29.06.2016 09:00","36958","39185"
"29.06.2016 09:00 - 29.06.2016 09:30","37770","40811"
"29.06.2016 09:30 - 29.06.2016 10:00","38337","41494"
"29.06.2016 10:00 - 29.06.2016 10:30","39136","42414"
"29.06.2016 10:30 - 29.06.2016 11:00","39565","42766"
"29.06.2016 11:00 - 29.06.2016 11:30","39787","42984"
"29.06.2016 11:30 - 29.06.2016 12:00","40212","43170"
"29.06.2016 12:00 - 29.06.2016 12:30","40571","43309"
"29.06.2016 12:30 - 29.06.2016 13:00","40700","43453"
"29.06.2016 13:00 - 29.06.2016 13:30","40549","43481"
"29.06.2016 13:30 - 29.06.2016 14:00","40267","43042"
"29.06.2016 14:00 - 29.06.2016 14:30","40005","42341"
"29.06.2016 14:30 - 29.06.2016 15:00","39983","41794"
"29.06.2016 15:00 - 29.06.2016 15:30","39943","41740"
"29.06.2016 15:30 - 29.06.2016 16:00","39702","41245"
"29.06.2016 16:00 - 29.06.2016 16:30","39986","40968"
"29.06.2016 16:30 - 29.06.2016 17:00","40645","41431"
"29.06.2016 17:00 - 29.06.2016 17:30","41319","41998"
"29.06.2016 17:30 - 29.06.2016 18:00","41894","42895"
"29.06.2016 18:00 - 29.06.2016 18:30","41801","43193"
"29.06.2016 18:30 - 29.06.2016 19:00","41209","42904"
"29.06.2016 19:00 - 29.06.2016 19:30","40608","42458"
"29.06.2016 19:30 - 29.06.2016 20:00","40224","42189"
"29.06.2016 20:00 - 29.06.2016 20:30","39699","41570"
"29.06.2016 20:30 - 29.06.2016 21:00","38890","40869"
"29.06.2016 21:00 - 29.06.2016 21:30","38004","39920"
"29.06.2016 21:30 - 29.06.2016 22:00","36994","39126"
"29.06.2016 22:00 - 29.06.2016 22:30","35910","38419"
"29.06.2016 22:30 - 29.06.2016 23:00","35156","37570"
"29.06.2016 23:00 - 29.06.2016 23:30","33925","36632"
"29.06.2016 23:30 - 30.06.2016 00:00","31701","34781"
"30.06.2016 00:00 - 30.06.2016 00:30","29388","32610"
"30.06.2016 00:30 - 30.06.2016 01:00","27602","30800"
"30.06.2016 01:00 - 30.06.2016 01:30","26516","28811"
"30.06.2016 01:30 - 30.06.2016 02:00","25965","27564"
"30.06.2016 02:00 - 30.06.2016 02:30","25396","27524"
"30.06.2016 02:30 - 30.06.2016 03:00","25039","26255"
"30.06.2016 03:00 - 30.06.2016 03:30","24589","25758"
"30.06.2016 03:30 - 30.06.2016 04:00","24305","25323"
"30.06.2016 04:00 - 30.06.2016 04:30","24159","25041"
"30.06.2016 04:30 - 30.06.2016 05:00","24011","24826"
"30.06.2016 05:00 - 30.06.2016 05:30","23853","24630"
"30.06.2016 05:30 - 30.06.2016 06:00","23938","24333"
"30.06.2016 06:00 - 30.06.2016 06:30","24536","24983"
"30.06.2016 06:30 - 30.06.2016 07:00","26241","26893"
"30.06.2016 07:00 - 30.06.2016 07:30","28903","30607"
"30.06.2016 07:30 - 30.06.2016 08:00","31936","33546"
"30.06.2016 08:00 - 30.06.2016 08:30","34727","36984"
"30.06.2016 08:30 - 30.06.2016 09:00","36402","38977"
"30.06.2016 09:00 - 30.06.2016 09:30","37351","40276"
"30.06.2016 09:30 - 30.06.2016 10:00","38014","40670"
"30.06.2016 10:00 - 30.06.2016 10:30","38841","41261"
"30.06.2016 10:30 - 30.06.2016 11:00","39227","41536"
"30.06.2016 11:00 - 30.06.2016 11:30","39470","41876"
"30.06.2016 11:30 - 30.06.2016 12:00","39901","42276"
"30.06.2016 12:00 - 30.06.2016 12:30","40115","42279"
"30.06.2016 12:30 - 30.06.2016 13:00","40418","42428"
"30.06.2016 13:00 - 30.06.2016 13:30","40485","42315"
"30.06.2016 13:30 - 30.06.2016 14:00","40218","42068"
"30.06.2016 14:00 - 30.06.2016 14:30","39952","42001"
"30.06.2016 14:30 - 30.06.2016 15:00","39843","41812"
"30.06.2016 15:00 - 30.06.2016 15:30","39658","41755"
"30.06.2016 15:30 - 30.06.2016 16:00","39303","41581"
"30.06.2016 16:00 - 30.06.2016 16:30","39410","41428"
"30.06.2016 16:30 - 30.06.2016 17:00","40126","41826"
"30.06.2016 17:00 - 30.06.2016 17:30","40744","42616"
"30.06.2016 17:30 - 30.06.2016 18:00","40796","43164"
"30.06.2016 18:00 - 30.06.2016 18:30","40505","43264"
"30.06.2016 18:30 - 30.06.2016 19:00","40184","42944"
"30.06.2016 19:00 - 30.06.2016 19:30","39813","42834"
"30.06.2016 19:30 - 30.06.2016 20:00","39304","42558"
"30.06.2016 20:00 - 30.06.2016 20:30","38594","41995"
"30.06.2016 20:30 - 30.06.2016 21:00","37819","41141"
"30.06.2016 21:00 - 30.06.2016 21:30","37040","40112"
"30.06.2016 21:30 - 30.06.2016 22:00","36118","39226"
"30.06.2016 22:00 - 30.06.2016 22:30","35226","38694"
"30.06.2016 22:30 - 30.06.2016 23:00","34594","37909"
"30.06.2016 23:00 - 30.06.2016 23:30","33313","36635"
"30.06.2016 23:30 - 01.07.2016 00:00","31219","34607"
"01.07.2016 00:00 - 01.07.2016 00:30","29258","32516"
"01.07.2016 00:30 - 01.07.2016 01:00","27704","30552"
"01.07.2016 01:00 - 01.07.2016 01:30","26560","28303"
"01.07.2016 01:30 - 01.07.2016 02:00","25920","27164"
"01.07.2016 02:00 - 01.07.2016 02:30","25592","27209"
"01.07.2016 02:30 - 01.07.2016 03:00","25266","25762"
"01.07.2016 03:00 - 01.07.2016 03:30","24785","25069"
"01.07.2016 03:30 - 01.07.2016 04:00","24466","24536"
"01.07.2016 04:00 - 01.07.2016 04:30","24303","24520"
"01.07.2016 04:30 - 01.07.2016 05:00","24141","24475"
"01.07.2016 05:00 - 01.07.2016 05:30","23734","24338"
"01.07.2016 05:30 - 01.07.2016 06:00","23638","24157"
"01.07.2016 06:00 - 01.07.2016 06:30","24386","24226"
"01.07.2016 06:30 - 01.07.2016 07:00","26049","25784"
"01.07.2016 07:00 - 01.07.2016 07:30","28617","29863"
"01.07.2016 07:30 - 01.07.2016 08:00","31639","32748"
"01.07.2016 08:00 - 01.07.2016 08:30","34448","36191"
"01.07.2016 08:30 - 01.07.2016 09:00","36273","38125"
"01.07.2016 09:00 - 01.07.2016 09:30","37605","39458"
"01.07.2016 09:30 - 01.07.2016 10:00","38119","39978"
"01.07.2016 10:00 - 01.07.2016 10:30","38517","40902"
"01.07.2016 10:30 - 01.07.2016 11:00","38691","41177"
"01.07.2016 11:00 - 01.07.2016 11:30","38803","41552"
"01.07.2016 11:30 - 01.07.2016 12:00","39022","41741"
"01.07.2016 12:00 - 01.07.2016 12:30","39071","41958"
"01.07.2016 12:30 - 01.07.2016 13:00","39017","41957"
"01.07.2016 13:00 - 01.07.2016 13:30","38766","41787"
"01.07.2016 13:30 - 01.07.2016 14:00","38563","41707"
"01.07.2016 14:00 - 01.07.2016 14:30","38311","41039"
"01.07.2016 14:30 - 01.07.2016 15:00","38093","40593"
"01.07.2016 15:00 - 01.07.2016 15:30","37765","40050"
"01.07.2016 15:30 - 01.07.2016 16:00","37267","39465"
"01.07.2016 16:00 - 01.07.2016 16:30","37071","39194"
"01.07.2016 16:30 - 01.07.2016 17:00","37512","39190"
"01.07.2016 17:00 - 01.07.2016 17:30","37968","39573"
"01.07.2016 17:30 - 01.07.2016 18:00","38280","40016"
"01.07.2016 18:00 - 01.07.2016 18:30","38050","40119"
"01.07.2016 18:30 - 01.07.2016 19:00","37447","40070"
"01.07.2016 19:00 - 01.07.2016 19:30","36788","39842"
"01.07.2016 19:30 - 01.07.2016 20:00","36203","39552"
"01.07.2016 20:00 - 01.07.2016 20:30","35488","38721"
"01.07.2016 20:30 - 01.07.2016 21:00","34662","38264"
"01.07.2016 21:00 - 01.07.2016 21:30","33623","36804"
"01.07.2016 21:30 - 01.07.2016 22:00","33058","35826"
"01.07.2016 22:00 - 01.07.2016 22:30","32818","35671"
"01.07.2016 22:30 - 01.07.2016 23:00","32349","34866"
"01.07.2016 23:00 - 01.07.2016 23:30","31670","34651"
"01.07.2016 23:30 - 02.07.2016 00:00","30237","33222"
"02.07.2016 00:00 - 02.07.2016 00:30","28570","31767"
"02.07.2016 00:30 - 02.07.2016 01:00","27118","29881"
"02.07.2016 01:00 - 02.07.2016 01:30","26080","27930"
"02.07.2016 01:30 - 02.07.2016 02:00","25400","27064"
"02.07.2016 02:00 - 02.07.2016 02:30","24935","27024"
"02.07.2016 02:30 - 02.07.2016 03:00","24493","23615"
"02.07.2016 03:00 - 02.07.2016 03:30","23925","22703"
"02.07.2016 03:30 - 02.07.2016 04:00","23404","22076"
"02.07.2016 04:00 - 02.07.2016 04:30","23102","21259"
"02.07.2016 04:30 - 02.07.2016 05:00","22854","20945"
"02.07.2016 05:00 - 02.07.2016 05:30","22351","20693"
"02.07.2016 05:30 - 02.07.2016 06:00","21812","20087"
"02.07.2016 06:00 - 02.07.2016 06:30","21789","20394"
"02.07.2016 06:30 - 02.07.2016 07:00","22366","20984"
"02.07.2016 07:00 - 02.07.2016 07:30","23497","22796"
"02.07.2016 07:30 - 02.07.2016 08:00","24903","24550"
"02.07.2016 08:00 - 02.07.2016 08:30","26722","27801"
"02.07.2016 08:30 - 02.07.2016 09:00","28568","29704"
"02.07.2016 09:00 - 02.07.2016 09:30","30309","33082"
"02.07.2016 09:30 - 02.07.2016 10:00","31805","34654"
"02.07.2016 10:00 - 02.07.2016 10:30","32894","35910"
"02.07.2016 10:30 - 02.07.2016 11:00","33542","36554"
"02.07.2016 11:00 - 02.07.2016 11:30","34033","37279"
"02.07.2016 11:30 - 02.07.2016 12:00","34397","37490"
"02.07.2016 12:00 - 02.07.2016 12:30","34500","37630"
"02.07.2016 12:30 - 02.07.2016 13:00","34513","37812"
"02.07.2016 13:00 - 02.07.2016 13:30","34424","37620"
"02.07.2016 13:30 - 02.07.2016 14:00","34111","37247"
"02.07.2016 14:00 - 02.07.2016 14:30","33829","35843"
"02.07.2016 14:30 - 02.07.2016 15:00","33580","35068"
"02.07.2016 15:00 - 02.07.2016 15:30","32936","34773"
"02.07.2016 15:30 - 02.07.2016 16:00","32360","34425"
"02.07.2016 16:00 - 02.07.2016 16:30","31984","34162"
"02.07.2016 16:30 - 02.07.2016 17:00","31804","33643"
"02.07.2016 17:00 - 02.07.2016 17:30","32083","33940"
"02.07.2016 17:30 - 02.07.2016 18:00","32995","34844"
"02.07.2016 18:00 - 02.07.2016 18:30","33399","36132"
"02.07.2016 18:30 - 02.07.2016 19:00","33223","36764"
"02.07.2016 19:00 - 02.07.2016 19:30","33008","36849"
"02.07.2016 19:30 - 02.07.2016 20:00","32766","36555"
"02.07.2016 20:00 - 02.07.2016 20:30","32204","36309"
"02.07.2016 20:30 - 02.07.2016 21:00","31537","35796"
"02.07.2016 21:00 - 02.07.2016 21:30","31000","35183"
"02.07.2016 21:30 - 02.07.2016 22:00","30560","34408"
"02.07.2016 22:00 - 02.07.2016 22:30","30324","34118"
"02.07.2016 22:30 - 02.07.2016 23:00","30349","33762"
"02.07.2016 23:00 - 02.07.2016 23:30","30005","33792"
"02.07.2016 23:30 - 03.07.2016 00:00","28814","32669"
"03.07.2016 00:00 - 03.07.2016 00:30","27449","30767"
"03.07.2016 00:30 - 03.07.2016 01:00","25947","29110"
"03.07.2016 01:00 - 03.07.2016 01:30","24584","26616"
"03.07.2016 01:30 - 03.07.2016 02:00","23833","25554"
"03.07.2016 02:00 - 03.07.2016 02:30","23127","25480"
"03.07.2016 02:30 - 03.07.2016 03:00","22691","24577"
"03.07.2016 03:00 - 03.07.2016 03:30","22188","23773"
"03.07.2016 03:30 - 03.07.2016 04:00","21689","22936"
"03.07.2016 04:00 - 03.07.2016 04:30","21374","22486"
"03.07.2016 04:30 - 03.07.2016 05:00","21185","22063"
"03.07.2016 05:00 - 03.07.2016 05:30","20792","21198"
"03.07.2016 05:30 - 03.07.2016 06:00","20313","20620"
"03.07.2016 06:00 - 03.07.2016 06:30","20278","20698"
"03.07.2016 06:30 - 03.07.2016 07:00","20483","20963"
"03.07.2016 07:00 - 03.07.2016 07:30","21092","22239"
"03.07.2016 07:30 - 03.07.2016 08:00","22092","23064"
"03.07.2016 08:00 - 03.07.2016 08:30","23414","24339"
"03.07.2016 08:30 - 03.07.2016 09:00","24926","25876"
"03.07.2016 09:00 - 03.07.2016 09:30","26656","28545"
"03.07.2016 09:30 - 03.07.2016 10:00","28380","30011"
"03.07.2016 10:00 - 03.07.2016 10:30","30006","33157"
"03.07.2016 10:30 - 03.07.2016 11:00","31316","34355"
"03.07.2016 11:00 - 03.07.2016 11:30","32359","35421"
"03.07.2016 11:30 - 03.07.2016 12:00","33048","36032"
"03.07.2016 12:00 - 03.07.2016 12:30","33437","36557"
"03.07.2016 12:30 - 03.07.2016 13:00","33707","36870"
"03.07.2016 13:00 - 03.07.2016 13:30","33805","36958"
"03.07.2016 13:30 - 03.07.2016 14:00","33554","36606"
"03.07.2016 14:00 - 03.07.2016 14:30","33062","35543"
"03.07.2016 14:30 - 03.07.2016 15:00","32738","35042"
"03.07.2016 15:00 - 03.07.2016 15:30","32316","34163"
"03.07.2016 15:30 - 03.07.2016 16:00","31835","33805"
"03.07.2016 16:00 - 03.07.2016 16:30","31635","33506"
"03.07.2016 16:30 - 03.07.2016 17:00","31919","33549"
"03.07.2016 17:00 - 03.07.2016 17:30","32274","34439"
"03.07.2016 17:30 - 03.07.2016 18:00","32586","34911"
"03.07.2016 18:00 - 03.07.2016 18:30","32482","36071"
"03.07.2016 18:30 - 03.07.2016 19:00","32659","36455"
"03.07.2016 19:00 - 03.07.2016 19:30","32904","36732"
"03.07.2016 19:30 - 03.07.2016 20:00","32994","36839"
"03.07.2016 20:00 - 03.07.2016 20:30","32869","36934"
"03.07.2016 20:30 - 03.07.2016 21:00","32411","36798"
"03.07.2016 21:00 - 03.07.2016 21:30","31861","36401"
"03.07.2016 21:30 - 03.07.2016 22:00","31356","35740"
"03.07.2016 22:00 - 03.07.2016 22:30","30912","35243"
"03.07.2016 22:30 - 03.07.2016 23:00","30378","34662"
"03.07.2016 23:00 - 03.07.2016 23:30","29545","34514"
"03.07.2016 23:30 - 04.07.2016 00:00","28118","33029"
"04.07.2016 00:00 - 04.07.2016 00:30","26630","30569"
"04.07.2016 00:30 - 04.07.2016 01:00","25291","28675"
"04.07.2016 01:00 - 04.07.2016 01:30","24136","25344"
"04.07.2016 01:30 - 04.07.2016 02:00","23383","24010"
"04.07.2016 02:00 - 04.07.2016 02:30","22865","23964"
"04.07.2016 02:30 - 04.07.2016 03:00","22609","23213"
"04.07.2016 03:00 - 04.07.2016 03:30","22381","22955"
"04.07.2016 03:30 - 04.07.2016 04:00","22215","22618"
"04.07.2016 04:00 - 04.07.2016 04:30","22224","22678"
"04.07.2016 04:30 - 04.07.2016 05:00","22372","21901"
"04.07.2016 05:00 - 04.07.2016 05:30","22296","21688"
"04.07.2016 05:30 - 04.07.2016 06:00","22213","21261"
"04.07.2016 06:00 - 04.07.2016 06:30","22896","22178"
"04.07.2016 06:30 - 04.07.2016 07:00","24795","23915"
"04.07.2016 07:00 - 04.07.2016 07:30","27733","28097"
"04.07.2016 07:30 - 04.07.2016 08:00","30898","31065"
"04.07.2016 08:00 - 04.07.2016 08:30","33655","35504"
"04.07.2016 08:30 - 04.07.2016 09:00","35514","37606"
"04.07.2016 09:00 - 04.07.2016 09:30","36729","39273"
"04.07.2016 09:30 - 04.07.2016 10:00","37427","39595"
"04.07.2016 10:00 - 04.07.2016 10:30","38168","40385"
"04.07.2016 10:30 - 04.07.2016 11:00","38602","40726"
"04.07.2016 11:00 - 04.07.2016 11:30","38808","40522"
"04.07.2016 11:30 - 04.07.2016 12:00","39142","40979"
"04.07.2016 12:00 - 04.07.2016 12:30","39483","41274"
"04.07.2016 12:30 - 04.07.2016 13:00","39731","41760"
"04.07.2016 13:00 - 04.07.2016 13:30","39700","41192"
"04.07.2016 13:30 - 04.07.2016 14:00","39551","42494"
"04.07.2016 14:00 - 04.07.2016 14:30","39299","42174"
"04.07.2016 14:30 - 04.07.2016 15:00","39113","43053"
"04.07.2016 15:00 - 04.07.2016 15:30","39023","41580"
"04.07.2016 15:30 - 04.07.2016 16:00","38697","41511"
"04.07.2016 16:00 - 04.07.2016 16:30","38619","41620"
"04.07.2016 16:30 - 04.07.2016 17:00","39326","42163"
"04.07.2016 17:00 - 04.07.2016 17:30","39929","42854"
"04.07.2016 17:30 - 04.07.2016 18:00","40312","43661"
"04.07.2016 18:00 - 04.07.2016 18:30","40289","44024"
"04.07.2016 18:30 - 04.07.2016 19:00","40070","43558"
"04.07.2016 19:00 - 04.07.2016 19:30","39662","42907"
"04.07.2016 19:30 - 04.07.2016 20:00","38874","42431"
"04.07.2016 20:00 - 04.07.2016 20:30","38174","41757"
"04.07.2016 20:30 - 04.07.2016 21:00","37511","40945"
"04.07.2016 21:00 - 04.07.2016 21:30","36707","39818"
"04.07.2016 21:30 - 04.07.2016 22:00","35839","38783"
"04.07.2016 22:00 - 04.07.2016 22:30","35237","37847"
"04.07.2016 22:30 - 04.07.2016 23:00","34509","36852"
"04.07.2016 23:00 - 04.07.2016 23:30","32791","35273"
"04.07.2016 23:30 - 05.07.2016 00:00","30537","33322"
"05.07.2016 00:00 - 05.07.2016 00:30","28587","31430"
"05.07.2016 00:30 - 05.07.2016 01:00","26953","29270"
