,MSE_Train,MAE_Train,RMSE_Train,MSE_Test,MAE_Test,RMSE_Test
0,0.3883097662503618,0.40896362635251937,0.6231450603594333,5.80100881577274,1.8113761882202306,2.4085283506267348
