,Index,Mean,Stddev
0,1.0,0.626135817204301,1.7481029619384978
1,2.0,0.5295205591397847,1.7822320788583068
2,3.0,0.4749859032258061,1.7750299387391906
3,4.0,0.3876890215053761,1.8678461776603346
4,5.0,0.46970327956989233,1.9738555845663672
5,6.0,0.4735333440860215,1.9979456876484138
6,7.0,0.5371887526881717,2.037851389514396
7,8.0,0.5945070430107527,2.0861626317373614
8,9.0,0.7176064086021505,2.0869515960450378
9,10.0,0.6744698064516131,2.153552985142661
10,11.0,0.5666225483870971,2.174309004240151
11,12.0,0.3720517956989248,2.5270891181679893
12,13.0,0.7580151612903222,3.3773668902791725
13,14.0,0.5000313655913979,3.9988899030321567
14,15.0,0.14402706451612887,4.542416281883716
15,16.0,0.120562440860215,4.698556263309342
16,17.0,-0.011461989247312003,4.4391094373314575
17,18.0,-0.07463073118279584,4.183171194428135
18,19.0,-0.057089946236558636,3.7923865447809746
19,20.0,-0.03744578494623684,3.748595776339437
20,21.0,0.14440367741935528,3.3707797009573865
21,22.0,0.19096729032258114,3.3779310018583306
22,23.0,0.0797421612903224,3.1833253631454355
23,24.0,-0.019116731182795773,3.0459158310434056
24,25.0,-0.061605806451613294,3.049816234934225
25,26.0,-0.02728319354838768,2.954795492759845
26,27.0,0.015425806451612364,2.9526938210205484
27,28.0,0.06191653763440874,3.0197499609599934
28,29.0,-0.014871430107526507,3.0528360918000423
29,30.0,0.03999680645161247,2.9768849225407195
30,31.0,-0.05325906451612925,3.0240680273501477
31,32.0,-0.1862719032258065,3.097266114116635
32,33.0,-0.3899842795698928,3.1767910737383436
33,34.0,-0.5665998494623655,3.17408799704254
34,35.0,-0.8225960645161291,3.1067522721137264
35,36.0,-0.8289331720430109,3.088549241919598
36,37.0,-0.8260758494623652,2.969640188227211
37,38.0,-0.7497031935483872,2.994193548826545
38,39.0,-0.7382690322580648,2.8775604770134064
39,40.0,-0.6921020215053764,2.5819846864122726
40,41.0,-0.4346207956989247,2.781396028553649
41,42.0,-0.3102295053763439,2.3826116501460604
42,43.0,-0.27010268817204247,2.4141177928995847
43,44.0,-0.3020055806451612,2.279018993369387
44,45.0,-0.14807076344086015,2.2171264800633828
45,46.0,-0.09422798924731238,2.110382173994506
46,47.0,0.0016146559139786766,1.8441248042209557
47,48.0,0.14252159139784962,1.6610767006838152
48,49.0,0.06471910752688172,1.7815958007552382
49,50.0,0.03220432258064546,1.9243843033732189
50,51.0,-0.03639479569892516,1.999296698354073
51,52.0,-0.13958693548387138,1.9654268584545749
52,53.0,-0.09810567741935448,1.9326324874559901
53,54.0,-0.10794768817204303,1.934447666852743
54,55.0,0.0808411935483874,2.0514021183179056
55,56.0,0.13576601075268835,2.10453375054249
56,57.0,0.3307916021505379,2.125650512010226
57,58.0,0.24393752688172055,2.176253908574927
58,59.0,0.07122307526881728,2.1182363081067117
59,60.0,-0.4494925698924731,2.1378223339692894
60,61.0,0.130683892473118,2.5713486730855686
61,62.0,0.03530615053763429,2.8476871935691195
62,63.0,-0.14992366666666643,3.216279734952241
63,64.0,-0.34948016129032206,3.13528189492762
64,65.0,-0.45363354838709674,2.8027319855507247
65,66.0,-0.3059950107526881,2.7290831371813105
66,67.0,-0.27145120430107594,2.9316603809854827
67,68.0,-0.42378007526881756,2.4595748084287705
68,69.0,-0.251122913978495,2.308102549659802
69,70.0,-0.25329646236559183,2.255156456282918
70,71.0,-0.30698620430107515,2.2078009813311157
71,72.0,-0.30539646236559154,2.0972908067902445
72,73.0,-0.3045560752688169,2.0471247019343783
73,74.0,-0.2473143763440857,2.025695276865592
74,75.0,-0.14843169892473168,1.9899737721361668
75,76.0,-0.04023804301075266,1.9363951591026647
76,77.0,-0.05057297849462384,1.9499027865156353
77,78.0,0.04056321505376391,1.9727673454312946
78,79.0,0.0683184623655914,2.1613475001655678
79,80.0,-0.1148548709677414,2.1287394179803547
80,81.0,-0.41404084946236613,2.217985696615898
81,82.0,-0.644382258064516,2.3896478689424563
82,83.0,-0.8338750322580645,2.3867965255219215
83,84.0,-0.8407875591397855,2.348823167763712
84,85.0,-0.7876260000000005,2.297160882676748
85,86.0,-0.6839043978494629,2.293517404535734
86,87.0,-0.6053009892473113,2.227515708855976
87,88.0,-0.3893101505376347,2.0932694812257857
88,89.0,-0.228179322580645,2.217356722632395
89,90.0,-0.20309311827956955,2.210007537616659
90,91.0,-0.2181629462365595,2.1411586681874772
91,92.0,-0.18596837634408606,2.214082847726368
92,93.0,-0.2280624731182795,1.8296203319479436
93,94.0,-0.22091392473118235,1.772707409121245
94,95.0,-0.1381588279569897,1.6079215060670127
95,96.0,0.04806523655913948,1.5122135945524624
96,97.0,0.04430527956989207,1.5741193040482822
97,98.0,-0.058113451612903204,1.613696636429533
98,99.0,-0.011159591397849476,1.6907927211735716
99,100.0,-0.06415172043010772,1.676236378950012
100,101.0,-0.02898082795698932,1.6879687463831532
101,102.0,-0.03621961290322574,1.708201700511981
102,103.0,0.11688115053763433,1.6686128861037552
103,104.0,0.17268931182795666,1.6496153956928121
104,105.0,0.28783733333333344,1.6799579094394408
105,106.0,0.18744158064516125,1.7093420137728175
106,107.0,-0.10503480645161281,1.641235701692879
107,108.0,-0.4390669139784947,1.8472353817815201
108,109.0,0.01967981720430081,2.145391038588872
109,110.0,-0.07599589247311858,2.319993731686723
110,111.0,-0.2136107526881717,2.597457375756872
111,112.0,-0.31372920430107476,2.6232940932254794
112,113.0,-0.4018438924731178,2.5849019372677833
113,114.0,-0.26497461290322577,2.3428686044792015
114,115.0,-0.3292721290322583,2.4399509549283365
115,116.0,-0.348189849462365,2.3767883884717476
116,117.0,-0.1642526881720428,2.139436544006353
117,118.0,-0.2066151505376345,1.8873456863218456
118,119.0,-0.3605969462365589,1.7982172571250292
119,120.0,-0.4006859032258064,1.7819461410702464
120,121.0,-0.38022808602150526,1.7399610279491258
121,122.0,-0.3369770967741939,1.7361225649379703
122,123.0,-0.30405079569892535,1.739168287269246
123,124.0,-0.22042202150537643,1.7204372109593198
124,125.0,-0.14995488172043006,1.7796366444859044
125,126.0,-0.1003999354838704,1.9062511386257006
126,127.0,-0.13398489247311826,1.9840412602109874
127,128.0,-0.21541439784946279,2.0307808184699887
128,129.0,-0.4203771827956991,2.1733838236011764
129,130.0,-0.6626428924731184,2.2388114112574584
130,131.0,-0.845417870967742,2.2762758413698507
131,132.0,-0.804162838709677,2.012762434058646
132,133.0,-0.6844094838709674,1.9591504840270517
133,134.0,-0.5733080430107529,1.9687805607553985
134,135.0,-0.4879976881720432,2.028685592798005
135,136.0,-0.40505654838709665,1.956161741675541
136,137.0,-0.49327131182795736,1.9491038061396155
137,138.0,-0.34816505376344026,2.0077182611825655
138,139.0,-0.3465739569892477,1.9206492382002052
139,140.0,-0.296414731182795,1.875823798197332
140,141.0,-0.22235679569892403,1.607674984220772
141,142.0,-0.2124673870967743,1.3852220688938275
142,143.0,-0.14987144086021567,1.376275459174698
